Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
32,Wolves,2018-08-18,1.1,439,9,3,57,506,0,2001,20,437,@,Leicester City,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,1.1,1.1,+0.9,+0.9,0.5,0.5,-1.1,-1.1,-0.5,0.10,11,0.00,0.00,2,18.2,16.8,0,439,563,78.0,8,36,11,3,38,8060,2659,172,194,88.7,189,216,87.5,55,95,57.9,20,17,0,3,0,0,0,0,0,0,0,0,0,0,381,2001,1317,23,18,4,10,14,437,38,437,38,381,2001,1317,23,18,4,10,14,18,9,8,8,2,10,31,32.3,21,8,2,6,11,29,15,0,506,56,10,1,4,29,27,9,2,5,0,1,15,3,37,1,0,0,1,57,Match Report
33,Huddersfield,2018-08-19,0.7,156,7,3,36,205,2,705,10,155,@,Manchester City,eng Premier League,L 1-6,1,6,-5,24,1,0,0,0,0.7,0.7,-3.5,-3.5,0.6,0.4,+0.3,+0.3,+0.4,0.13,5,0.20,1.00,1,20.0,16.6,0,156,249,62.7,3,14,2,1,19,3131,1572,71,90,78.9,53,73,72.6,27,65,41.5,10,8,1,0,0,1,0,2,1,1,0,0,0,0,151,705,391,6,6,2,10,5,155,19,155,19,151,705,391,6,6,2,10,5,16,7,12,4,0,5,23,21.7,18,17,7,10,7,23,29,2,205,43,10,0,3,12,11,3,2,1,0,1,14,3,27,1,0,0,1,36,Match Report
34,Manchester City,2018-08-19,4.2,732,3,3,49,767,7,3231,57,730,,Huddersfield,eng Premier League,W 6-1,6,1,+5,76,5,0,0,0,4.2,4.2,+3.5,+3.5,2.8,1.7,+0.8,+0.8,-0.8,0.14,32,0.16,0.36,14,43.8,18.0,1,732,806,90.8,22,82,17,2,77,11764,3222,335,355,94.4,267,286,93.4,71,88,80.7,57,42,3,9,2,1,0,7,4,2,0,0,1,0,668,3231,1852,48,41,9,13,11,730,77,730,77,668,3231,1852,48,41,9,13,11,5,3,2,3,0,0,4,0.0,4,13,2,11,5,10,27,0,767,38,4,2,9,24,15,10,5,2,0,1,10,3,17,1,0,0,0,49,Match Report
35,Brighton,2018-08-19,1.7,206,13,3,55,268,5,979,10,204,,Manchester Utd,eng Premier League,W 3-2,3,2,+1,34,2,1,1,0,1.7,0.9,+0.3,+0.3,0.8,0.7,+1.3,+1.1,+1.2,0.18,5,0.40,1.00,2,40.0,18.1,1,206,322,64.0,4,14,3,2,15,3946,1809,88,111,79.3,86,114,75.4,26,76,34.2,10,6,0,0,1,2,1,5,3,0,0,1,1,0,192,979,454,7,7,1,11,9,204,15,204,15,192,979,454,7,7,1,11,9,28,13,10,11,7,12,20,60.0,8,9,2,7,10,38,21,1,268,52,13,0,5,13,23,3,3,0,0,2,8,3,24,2,1,1,0,55,Match Report
36,Manchester Utd,2018-08-19,1.4,515,5,3,49,562,3,2002,17,514,@,Brighton,eng Premier League,L 2-3,2,3,-1,66,1,1,1,0,1.4,0.6,-0.3,-0.3,0.3,0.4,+0.6,+0.4,-0.3,0.08,8,0.13,0.50,2,25.0,20.8,0,515,621,82.9,4,28,5,0,43,8921,2949,213,236,90.3,217,243,89.3,52,86,60.5,17,13,1,1,1,1,0,3,1,0,0,1,1,0,417,2002,1027,16,15,4,22,16,514,43,514,43,417,2002,1027,16,15,4,22,16,12,5,4,7,1,3,6,50.0,3,7,0,7,4,16,19,0,562,57,17,0,4,17,27,5,2,0,3,2,12,3,40,2,1,1,0,49,Match Report
37,Burnley,2018-08-19,0.6,373,10,3,67,464,2,1210,15,362,,Watford,eng Premier League,L 1-3,1,3,-2,58,1,0,0,0,0.6,0.6,-0.9,-0.9,0.5,0.6,+0.4,+0.4,+0.5,0.07,8,0.13,0.33,3,37.5,17.3,1,373,522,71.5,5,29,7,1,34,7327,2751,163,193,84.5,145,186,78.0,60,122,49.2,15,8,3,0,1,3,0,2,1,1,0,0,0,0,287,1210,608,9,15,0,11,13,362,34,362,34,287,1210,608,9,15,0,11,13,15,10,7,7,1,7,11,63.6,4,5,3,2,10,25,21,2,464,56,22,0,7,32,23,5,2,2,0,2,11,3,21,2,0,0,0,67,Match Report
38,Watford,2018-08-19,1.5,255,10,3,59,330,4,1084,14,252,@,Burnley,eng Premier League,W 3-1,3,1,+2,42,3,0,0,0,1.5,1.5,+0.9,+0.9,0.7,0.8,+1.5,+1.5,+1.3,0.17,9,0.33,0.50,6,66.7,18.4,0,255,383,66.6,7,15,9,2,26,4156,1966,140,164,85.4,76,111,68.5,24,75,32.0,14,11,1,0,2,0,0,4,3,0,0,1,0,0,240,1084,542,13,13,3,14,8,252,26,252,26,240,1084,542,13,13,3,14,8,18,10,11,4,3,5,9,55.6,4,9,1,8,13,31,32,0,330,49,9,1,2,7,25,2,0,0,0,4,2,3,11,4,0,0,0,59,Match Report
39,Liverpool,2018-08-20,2.6,579,14,3,53,635,4,2731,31,578,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,63,1,1,1,0,2.6,1.8,+2.2,+1.4,1.6,1.3,-0.6,-0.8,-0.6,0.12,15,0.07,0.20,5,33.3,19.8,1,579,668,86.7,13,57,14,1,58,10887,3480,241,261,92.3,267,294,90.8,63,87,72.4,31,21,0,6,2,2,0,4,1,0,2,0,1,0,582,2731,1426,23,28,6,19,9,578,58,578,58,582,2731,1426,23,28,6,19,9,22,14,10,11,1,10,27,37.0,17,10,1,9,10,32,20,0,635,31,6,2,4,23,13,7,4,2,0,2,9,3,10,2,1,0,0,53,Match Report
40,Crystal Palace,2018-08-20,0.4,305,9,3,39,349,0,1406,14,300,,Liverpool,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,0.4,0.4,-2.2,-1.4,0.3,0.4,-0.4,-0.4,-0.3,0.05,8,0.00,0.00,2,25.0,20.7,1,305,400,76.3,5,22,7,3,34,5941,2464,128,151,84.8,129,149,86.6,43,78,55.1,14,10,0,2,1,1,0,0,0,0,0,0,0,0,256,1406,649,13,6,5,10,12,300,34,300,34,256,1406,649,13,6,5,10,12,14,9,11,3,0,5,21,23.8,16,14,5,9,14,28,23,0,349,49,13,1,4,16,18,6,0,0,6,2,12,3,14,2,0,1,0,39,Match Report
41,West Ham,2018-08-25,1.1,281,10,3,49,327,2,1577,25,280,@,Arsenal,eng Premier League,L 1-3,1,3,-2,39,1,0,0,0,1.1,1.1,-0.7,-0.7,1.0,1.2,-0.1,-0.1,0.0,0.08,13,0.08,0.20,5,38.5,18.1,0,281,384,73.2,11,19,12,4,28,5017,2031,129,151,85.4,96,125,76.8,36,63,57.1,25,23,1,0,0,0,1,2,2,0,0,0,0,0,230,1577,924,21,13,6,11,8,280,28,280,28,230,1577,924,21,13,6,11,8,14,10,10,3,1,6,15,40.0,9,12,5,7,17,31,29,1,327,54,19,3,8,15,22,2,1,0,0,3,11,3,25,3,0,0,1,49,Match Report
42,Wolves,2018-08-25,1.0,191,10,2,41,241,2,1002,21,187,,Manchester City,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,1.0,1.0,-0.6,-0.6,0.9,0.6,0.0,0.0,+0.1,0.10,11,0.09,0.50,2,18.2,17.9,0,191,289,66.1,9,12,5,4,18,3815,1787,89,113,78.8,59,80,73.8,35,73,47.9,21,16,2,3,0,0,0,2,2,0,0,0,0,0,167,1002,535,11,9,3,10,3,187,17,187,17,167,1002,535,11,9,3,10,3,19,10,13,5,1,4,20,20.0,16,12,6,6,10,29,40,1,241,44,11,0,3,14,10,5,0,3,1,4,9,2,13,4,0,0,0,41,Match Report
43,Everton,2018-08-25,0.6,334,12,3,45,379,4,1896,20,332,@,Bournemouth,eng Premier League,D 2-2,2,2,0,50,2,0,0,0,0.6,0.6,-1.5,-0.8,0.5,0.6,+1.4,+1.4,+1.5,0.06,11,0.18,0.67,3,27.3,19.4,1,334,434,77.0,9,24,8,4,33,6024,2040,153,174,87.9,115,132,87.1,46,87,52.9,20,15,2,0,1,1,1,4,3,1,0,0,0,0,328,1896,819,12,15,5,18,9,332,33,332,33,328,1896,819,12,15,5,18,9,21,12,11,9,1,9,15,60.0,6,7,2,5,12,33,32,0,379,55,16,1,11,15,24,2,1,1,0,0,9,3,5,0,0,1,0,45,Match Report
44,Huddersfield,2018-08-25,0.2,321,9,3,39,397,0,1579,9,316,,Cardiff City,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,0.2,0.2,-0.7,-0.7,0.1,0.2,-0.2,-0.2,-0.1,0.04,5,0.00,0.00,1,20.0,19.6,0,321,451,71.2,2,35,2,1,30,6107,2374,141,172,82.0,128,166,77.1,45,97,46.4,9,5,1,1,2,0,0,0,0,0,0,0,0,0,267,1579,788,19,11,1,14,19,316,29,316,29,267,1579,788,19,11,1,14,19,14,9,10,3,1,5,8,62.5,3,10,4,6,6,20,24,1,397,53,11,0,2,26,23,7,2,4,0,1,6,3,37,1,0,0,0,39,Match Report
45,Cardiff City,2018-08-25,0.9,222,13,3,42,288,0,1134,21,219,@,Huddersfield,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,0.9,0.9,+0.7,+0.7,0.8,0.9,-0.9,-0.9,-0.8,0.06,14,0.00,0.00,4,28.6,17.8,0,222,344,64.5,12,27,5,1,26,4394,2017,89,115,77.4,85,115,73.9,43,93,46.2,21,16,2,0,3,0,0,0,0,0,0,0,0,0,188,1134,556,11,8,2,14,9,219,25,219,25,188,1134,556,11,8,2,14,9,19,13,11,7,1,0,3,0.0,3,5,2,3,12,31,33,1,288,55,9,0,1,15,34,7,7,0,0,1,8,3,43,1,0,0,0,42,Match Report
46,Arsenal,2018-08-25,1.8,484,11,3,54,543,4,2099,32,481,,West Ham,eng Premier League,W 3-1,3,1,+2,61,2,0,0,0,1.8,1.8,+0.7,+0.7,1.6,1.4,+0.2,+0.2,+0.4,0.11,17,0.12,0.20,10,58.8,18.9,1,484,589,82.2,14,31,9,1,57,8046,2992,236,260,90.8,189,220,85.9,41,65,63.1,32,26,1,4,0,1,0,4,4,0,0,0,0,0,385,2099,1283,23,22,4,15,8,481,57,481,57,385,2099,1283,23,22,4,15,8,15,11,4,8,3,7,24,29.2,17,14,3,11,6,21,26,1,543,43,15,2,4,21,13,7,2,1,0,3,12,3,32,3,0,0,0,54,Match Report
47,Bournemouth,2018-08-25,2.2,337,11,3,44,380,3,1878,29,335,,Everton,eng Premier League,D 2-2,2,2,0,50,1,1,1,0,2.2,1.4,+1.5,+0.8,1.1,1.0,-0.2,-0.4,-1.1,0.09,16,0.06,0.25,4,25.0,16.8,0,337,440,76.6,12,26,14,3,46,6239,2410,145,178,81.5,154,183,84.2,35,63,55.6,29,18,4,1,3,2,1,3,1,0,0,1,1,0,318,1878,977,20,16,5,12,12,335,45,335,45,318,1878,977,20,16,5,12,12,17,11,8,9,0,8,16,50.0,8,9,3,6,8,25,17,2,380,55,9,1,2,22,28,6,1,3,0,5,7,3,14,5,1,0,0,44,Match Report
48,Liverpool,2018-08-25,1.6,695,13,3,52,761,2,3177,39,692,,Brighton,eng Premier League,W 1-0,1,0,+1,69,1,0,0,0,1.6,1.6,+1.0,+1.0,1.3,1.4,-0.6,-0.6,-0.3,0.07,22,0.05,0.14,7,31.8,16.8,1,695,814,85.4,18,55,16,3,77,11233,3534,360,401,89.8,273,304,89.8,46,71,64.8,39,33,2,1,2,1,0,2,2,0,0,0,0,0,651,3177,1647,25,28,6,19,16,692,76,692,76,651,3177,1647,25,28,6,19,16,21,13,8,9,4,7,14,50.0,7,11,2,9,9,30,10,0,761,52,16,1,4,24,21,8,2,5,0,1,11,3,12,1,0,0,0,52,Match Report
49,Brighton,2018-08-25,0.6,254,9,3,52,317,0,1199,10,252,@,Liverpool,eng Premier League,L 0-1,0,1,-1,31,0,0,0,0,0.6,0.6,-1.0,-1.0,0.4,0.5,-0.6,-0.6,-0.4,0.10,6,0.00,0.00,2,33.3,16.8,1,254,359,70.8,4,11,3,3,13,4082,1595,139,158,88.0,88,116,75.9,18,59,30.5,10,9,0,1,0,0,0,0,0,0,0,0,0,0,241,1199,545,5,6,3,16,14,252,13,252,13,241,1199,545,5,6,3,16,14,21,9,15,5,1,5,15,33.3,10,13,7,6,29,50,38,1,317,39,7,0,3,11,17,5,2,3,0,3,9,3,14,3,0,0,0,52,Match Report
50,Manchester City,2018-08-25,1.6,601,8,3,44,641,2,3161,31,600,@,Wolves,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,1.6,1.6,+0.6,+0.6,1.2,1.5,-0.6,-0.6,-0.2,0.09,18,0.06,0.17,6,33.3,18.6,1,601,698,86.1,11,41,13,1,59,9432,2916,287,307,93.5,242,273,88.6,40,61,65.6,31,24,2,1,1,3,0,2,0,1,0,0,1,0,578,3161,1778,28,24,7,15,15,600,59,600,59,578,3161,1778,28,24,7,15,15,9,8,3,6,0,6,12,50.0,6,10,3,7,7,16,13,0,641,54,16,1,2,30,20,9,3,4,0,3,11,3,16,3,0,0,0,44,Match Report
51,Leicester City,2018-08-25,0.6,367,6,3,41,418,3,1746,11,362,@,Southampton,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,0.6,0.6,+0.1,+0.1,0.5,0.3,+1.4,+1.4,+0.5,0.08,8,0.25,0.40,5,62.5,18.7,0,367,458,80.1,5,31,5,0,41,6215,2227,188,206,91.3,117,146,80.1,46,80,57.5,11,9,1,0,0,0,1,3,3,0,0,0,0,0,359,1746,891,15,11,9,17,13,362,41,362,41,359,1746,891,15,11,9,17,13,14,6,12,1,1,7,18,38.9,11,10,2,8,8,22,40,0,418,40,14,1,1,15,14,3,1,2,0,0,7,3,13,0,0,0,0,41,Match Report
52,Southampton,2018-08-25,0.5,397,11,3,34,443,2,1656,22,390,,Leicester City,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,0.5,0.5,-0.1,-0.1,0.4,1.1,+0.5,+0.5,-0.4,0.04,12,0.08,0.20,5,41.7,21.3,1,397,496,80.0,8,42,8,3,40,7296,2620,189,202,93.6,152,175,86.9,48,92,52.2,22,16,2,2,1,1,0,2,2,0,0,0,0,0,288,1656,887,19,19,3,15,7,390,39,390,39,288,1656,887,19,19,3,15,7,18,11,5,8,5,5,8,62.5,3,5,0,5,14,32,14,2,443,52,10,1,5,28,19,10,5,1,3,1,12,3,13,1,0,0,0,34,Match Report
53,Watford,2018-08-26,1.2,245,16,2,59,314,4,1212,24,243,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,1.2,1.2,+0.1,+0.1,0.5,0.5,+0.8,+0.8,+1.5,0.09,13,0.15,0.40,5,38.5,18.1,0,245,369,66.4,12,24,9,3,39,4737,1935,95,115,82.6,95,136,69.9,39,82,47.6,24,20,1,3,0,0,0,4,2,0,2,0,0,0,223,1212,654,20,12,6,21,10,243,39,243,39,223,1212,654,20,12,6,21,10,26,16,15,7,4,9,12,75.0,3,6,1,5,19,45,16,0,314,54,14,1,6,18,19,6,0,5,0,1,12,2,10,1,0,0,0,59,Match Report
54,Burnley,2018-08-26,1.5,251,10,3,45,302,2,868,20,247,@,Fulham,eng Premier League,L 2-4,2,4,-2,37,2,0,0,0,1.5,1.5,+0.1,+0.1,0.8,0.5,+0.5,+0.5,+0.2,0.13,12,0.17,1.00,2,16.7,15.4,1,251,362,69.3,8,36,9,3,43,5777,2924,80,100,80.0,109,138,79.0,57,105,54.3,20,10,3,1,3,3,0,2,0,0,0,2,0,0,162,868,443,11,5,2,11,5,247,43,247,43,162,868,443,11,5,2,11,5,21,10,12,5,4,9,13,69.2,4,8,2,6,11,32,21,0,302,55,11,0,6,27,21,4,3,0,0,5,6,3,41,5,0,0,0,45,Match Report
55,Newcastle Utd,2018-08-26,0.2,152,8,3,45,194,1,758,11,152,,Chelsea,eng Premier League,L 1-2,1,2,-1,20,1,0,0,0,0.2,0.2,-1.3,-0.5,0.2,0.3,+0.8,+0.8,+0.8,0.04,6,0.17,0.50,2,33.3,21.7,0,152,238,63.9,4,14,7,4,17,3182,1453,62,78,79.5,44,67,65.7,37,72,51.4,11,9,2,0,0,0,0,1,1,0,0,0,0,0,148,758,371,6,6,0,12,11,152,17,152,17,148,758,371,6,6,0,12,11,21,8,15,5,1,5,12,41.7,7,14,4,10,17,38,37,0,194,42,10,0,8,17,17,4,2,0,0,2,6,3,20,2,0,1,1,45,Match Report
56,Crystal Palace,2018-08-26,1.0,359,12,2,49,415,1,1323,17,356,@,Watford,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,1.0,1.0,-0.1,-0.1,0.5,0.6,0.0,0.0,+0.5,0.11,9,0.11,0.33,3,33.3,12.4,0,359,485,74.0,8,29,7,2,32,6930,3024,160,198,80.8,132,168,78.6,53,90,58.9,17,13,3,1,0,0,0,1,1,0,0,0,0,0,278,1323,552,12,13,5,19,17,356,32,356,32,278,1323,552,12,13,5,19,17,19,12,10,8,1,9,17,52.9,8,14,4,10,5,24,30,0,415,67,15,2,7,9,33,3,1,0,0,3,5,2,11,3,0,0,0,49,Match Report
57,Chelsea,2018-08-26,1.5,863,8,3,53,909,2,3302,29,861,@,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,80,0,1,1,0,1.5,0.7,+1.3,+0.5,0.4,1.6,-0.5,-0.7,-0.4,0.05,14,0.00,0.00,2,14.3,19.6,0,863,961,89.8,9,71,12,0,66,11951,3050,542,570,95.1,251,285,88.1,38,49,77.6,29,23,2,2,0,1,1,2,1,0,0,0,1,0,665,3302,1825,21,44,4,10,16,861,66,861,66,665,3302,1825,21,44,4,10,16,17,8,6,4,7,6,8,75.0,2,6,2,4,5,22,22,0,909,50,17,0,5,23,20,5,1,2,1,2,11,3,20,2,1,0,0,53,Match Report
58,Fulham,2018-08-26,1.3,511,8,3,58,560,7,1824,45,507,,Burnley,eng Premier League,W 4-2,4,2,+2,63,4,0,0,0,1.3,1.3,-0.1,-0.1,1.2,1.4,+2.7,+2.7,+1.8,0.05,25,0.16,0.33,12,48.0,21.5,0,511,610,83.8,22,34,12,4,45,8697,3445,235,253,92.9,198,223,88.8,53,95,55.8,45,42,1,1,1,0,0,7,4,1,1,1,0,0,298,1824,1008,27,15,3,8,12,507,45,507,45,298,1824,1008,27,15,3,8,12,9,8,4,3,2,4,11,36.4,7,8,5,3,4,13,27,0,560,49,13,0,5,16,18,6,2,0,0,1,7,3,11,1,0,0,0,58,Match Report
59,Tottenham,2018-08-27,1.2,285,16,3,61,361,6,1252,16,283,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,43,3,0,0,0,1.2,1.2,-0.2,-0.2,0.9,0.8,+1.8,+1.8,+2.1,0.14,9,0.33,0.60,5,55.6,14.6,0,285,417,68.3,7,18,6,1,22,5258,2114,120,144,83.3,120,167,71.9,36,82,43.9,16,10,2,2,2,0,0,6,3,1,1,1,0,0,283,1252,579,9,8,5,20,5,283,22,283,22,283,1252,579,9,8,5,20,5,23,16,13,8,2,4,11,36.4,7,15,6,9,21,44,26,2,361,55,12,2,2,6,25,2,1,1,0,1,13,3,9,1,0,0,0,61,Match Report
60,Manchester Utd,2018-08-27,1.5,413,6,3,69,489,0,1604,44,411,,Tottenham,eng Premier League,L 0-3,0,3,-3,57,0,0,0,0,1.5,1.5,+0.2,+0.2,1.0,0.9,-1.5,-1.5,-1.0,0.06,23,0.00,0.00,5,21.7,18.2,1,413,549,75.2,17,36,13,6,52,7888,3147,176,209,84.2,162,207,78.3,62,98,63.3,44,36,1,3,2,2,0,0,0,0,0,0,0,0,308,1604,854,23,15,7,17,19,411,52,411,52,308,1604,854,23,15,7,17,19,11,6,5,4,2,6,11,54.5,5,15,2,13,10,21,14,1,489,58,16,3,8,26,29,5,5,0,0,2,11,3,33,2,0,0,0,69,Match Report
61,Newcastle Utd,2018-09-01,0.5,145,12,3,40,199,2,805,3,143,@,Manchester City,eng Premier League,L 1-2,1,2,-1,22,1,0,0,0,0.5,0.5,-1.5,-1.5,0.4,0.4,+0.5,+0.5,+0.6,0.16,3,0.33,0.50,2,66.7,18.4,0,145,231,62.8,2,11,1,0,12,3087,1646,57,76,75.0,50,67,74.6,29,66,43.9,3,3,0,0,0,0,0,2,2,0,0,0,0,0,130,805,378,6,7,2,12,7,143,11,143,11,130,805,378,6,7,2,12,7,18,12,11,5,2,5,13,38.5,8,17,7,10,17,35,40,1,199,31,6,1,5,4,8,0,0,0,0,1,6,3,22,1,0,0,0,40,Match Report
62,Southampton,2018-09-01,2.7,358,8,3,58,425,4,1822,34,356,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,50,2,0,1,1,2.7,2.3,+0.3,-0.1,1.3,0.7,-0.7,-0.3,+0.7,0.13,18,0.11,0.40,5,27.8,20.6,0,358,474,75.5,13,30,9,5,37,6725,2409,167,192,87.0,111,136,81.6,60,100,60.0,34,26,2,3,2,1,0,4,4,0,0,0,0,0,353,1822,1019,21,21,4,8,10,356,37,356,37,353,1822,1019,21,21,4,8,10,19,8,6,9,4,6,13,46.2,7,16,7,9,9,28,37,0,425,48,10,1,10,22,23,4,2,1,0,1,16,3,20,1,0,0,0,58,Match Report
63,Brighton,2018-09-01,2.8,310,12,3,50,369,3,1505,26,308,,Fulham,eng Premier League,D 2-2,2,2,0,42,1,1,2,1,2.8,1.2,+1.2,-0.4,1.2,0.8,-0.8,-0.2,-0.2,0.09,13,0.08,0.33,3,23.1,18.0,0,310,426,72.8,9,23,9,4,32,5841,2051,137,166,82.5,120,140,85.7,44,91,48.4,26,15,3,2,2,3,1,3,1,0,0,0,1,1,274,1505,814,23,15,7,15,5,308,32,308,32,274,1505,814,23,15,7,15,5,17,12,8,8,1,8,19,42.1,11,9,2,7,18,35,11,1,369,55,14,1,3,29,23,7,6,1,0,2,11,3,22,2,1,0,0,50,Match Report
64,Chelsea,2018-09-01,1.1,642,7,3,54,706,4,2818,45,637,,Bournemouth,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,1.1,1.1,+0.2,+0.2,0.8,1.1,+0.9,+0.9,+1.2,0.05,24,0.08,0.33,6,25.0,20.3,1,642,754,85.1,19,36,13,1,61,10318,3080,312,336,92.9,266,297,89.6,40,73,54.8,45,37,3,2,1,2,0,4,4,0,0,0,0,0,504,2818,1604,35,24,11,16,9,637,59,637,59,504,2818,1604,35,24,11,16,9,12,7,10,1,1,10,13,76.9,3,7,1,6,7,19,25,0,706,46,7,6,2,25,19,7,3,2,0,2,10,3,23,2,0,0,0,54,Match Report
65,Everton,2018-09-01,0.8,411,12,3,51,460,2,1933,20,409,,Huddersfield,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,0.8,0.8,+0.4,+0.4,0.8,1.1,+0.2,+0.2,+0.2,0.08,11,0.09,1.00,1,9.1,17.0,0,411,513,80.1,9,38,8,3,48,7416,2405,188,216,87.0,157,184,85.3,53,85,62.4,20,15,4,0,1,0,0,2,2,0,0,0,0,0,408,1933,1089,15,19,3,10,22,409,48,409,48,408,1933,1089,15,19,3,10,22,15,12,9,6,0,5,12,41.7,7,11,1,10,8,23,33,0,460,52,13,0,2,19,25,4,0,4,0,1,7,3,21,1,0,0,0,51,Match Report
66,Huddersfield,2018-09-01,0.4,272,21,3,54,328,2,1395,13,272,@,Everton,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,0.4,0.4,-0.4,-0.4,0.2,0.3,+0.6,+0.6,-0.2,0.05,9,0.11,0.17,6,66.7,22.1,0,272,388,70.1,5,10,3,3,17,5367,2292,107,131,81.7,107,140,76.4,46,86,53.5,13,10,2,0,0,1,0,2,2,0,0,0,0,0,227,1395,668,13,11,1,17,10,272,17,272,17,227,1395,668,13,11,1,17,10,30,21,12,15,3,8,11,72.7,3,5,2,3,17,47,22,0,328,60,14,0,2,20,30,3,3,0,0,0,12,3,16,0,0,0,0,54,Match Report
67,Wolves,2018-09-01,1.0,434,17,3,68,490,2,2192,26,434,@,West Ham,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,1.0,1.0,-0.1,-0.1,0.6,0.7,0.0,0.0,+0.4,0.07,15,0.07,0.17,6,40.0,21.2,0,434,534,81.3,11,40,4,1,58,8383,3012,167,188,88.8,199,222,89.6,58,95,61.1,26,20,1,2,1,1,1,2,2,0,0,0,0,0,390,2192,1130,30,19,8,12,15,434,58,434,58,390,2192,1130,30,19,8,12,15,25,17,10,11,4,7,16,43.8,9,17,5,12,12,37,22,1,490,44,11,1,4,16,19,4,2,2,0,0,11,3,17,0,0,0,0,68,Match Report
68,Leicester City,2018-09-01,1.0,426,16,3,54,489,2,1858,23,423,,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,1.0,1.0,0.0,0.0,0.9,1.3,0.0,0.0,+0.1,0.09,12,0.08,0.20,5,41.7,23.8,1,426,542,78.6,9,34,4,3,39,6894,2426,221,247,89.5,144,180,80.0,39,77,50.6,23,18,0,4,0,1,0,2,2,0,0,0,0,0,398,1858,919,15,12,3,18,13,423,39,423,39,398,1858,919,15,12,3,18,13,23,16,12,8,3,7,15,46.7,8,9,1,8,6,29,28,0,489,50,11,2,3,17,25,4,2,1,0,3,8,3,18,3,0,0,0,54,Match Report
69,Fulham,2018-09-01,1.6,489,12,3,51,539,3,2079,19,488,@,Brighton,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,1.6,1.6,-1.2,+0.4,0.8,0.7,+0.4,+0.4,+0.2,0.17,10,0.20,0.40,5,50.0,18.3,1,489,590,82.9,6,33,5,0,38,8204,2603,223,257,86.8,204,224,91.1,40,70,57.1,19,14,0,2,1,1,1,3,2,0,0,1,0,0,350,2079,1023,20,18,3,14,9,488,38,488,38,350,2079,1023,20,18,3,14,9,14,12,9,5,0,9,16,56.3,7,10,2,8,9,23,28,1,539,47,13,1,7,10,21,1,1,0,0,4,10,3,13,4,0,2,0,51,Match Report
70,Bournemouth,2018-09-01,0.9,198,8,3,41,246,0,976,14,198,@,Chelsea,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,0.9,0.9,-0.2,-0.2,0.8,0.4,-0.9,-0.9,-0.8,0.11,8,0.00,0.00,1,12.5,18.0,0,198,297,66.7,5,17,5,1,30,3508,1918,100,134,74.6,62,86,72.1,28,61,45.9,14,10,2,0,0,2,0,0,0,0,0,0,0,0,208,976,484,11,5,3,16,2,198,30,198,30,208,976,484,11,5,3,16,2,14,8,7,2,5,5,14,35.7,9,18,11,7,13,27,38,0,246,50,12,0,0,15,20,6,3,1,0,1,8,3,8,1,0,0,0,41,Match Report
