Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
6761,Cucho,0.0,1,11,0,0,2022-02-23,22-309,co COL,Watford,,Crystal Palace,eng Premier League,L 1-4,N,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,27.2,0,1,0.00,,0,0.0,27.2,0,11,16,68.8,0,4,0,0,2,270,59,3,3,100.0,5,7,71.4,3,6,50.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,2,"FW,MF",Match Report
6762,Jack Cork,0.0,0,33,1,0,2022-02-23,32-243,eng ENG,Burnley,,Tottenham,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,33,40,82.5,1,6,0,0,2,620,168,14,16,87.5,14,16,87.5,5,8,62.5,1,0,1,0,0,1,2,50.0,1,2,1,1,4,5,4,0,0,0,0,0,4,MF,Match Report
6763,Thiago Alcántara,0.0,0,52,4,0,2022-02-23,30-318,es ESP,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,67,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,52,56,92.9,0,3,0,0,3,925,289,21,21,100.0,24,25,96.0,5,7,71.4,4,1,0,2,2,0,1,0.0,1,1,0,1,1,5,0,0,0,0,0,0,6,MF,Match Report
6764,Alisson,0.0,0,57,0,0,2022-02-23,29-144,br BRA,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,57,63,90.5,0,2,0,0,0,1306,823,9,9,100.0,41,41,100.0,7,13,53.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,5,GK,Match Report
6765,Fabinho,0.4,1,35,2,0,2022-02-23,28-123,br BRA,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.43,1,0.00,,0,0.0,9.3,0,1,0.00,,0,0.0,9.3,0,35,40,87.5,0,4,0,0,5,592,191,13,14,92.9,18,19,94.7,2,4,50.0,2,0,2,0,0,1,3,33.3,2,0,0,0,2,4,1,0,0,0,0,0,8,MF,Match Report
6766,Craig Cathcart,0.0,0,70,3,0,2022-02-23,33-017,nir NIR,Watford,,Crystal Palace,eng Premier League,L 1-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0.2,0.4,0.0,0.0,-0.4,,0,,,0,,,0,0,,,0,,,0,70,77,90.9,1,4,0,0,2,1473,404,15,17,88.2,49,52,94.2,6,8,75.0,3,2,3,0,0,2,2,100.0,0,0,0,0,0,3,2,0,0,0,0,0,9,DF,Match Report
6767,Pierre Højbjerg,0.0,0,66,5,0,2022-02-23,26-202,dk DEN,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,66,79,83.5,0,6,0,0,10,1132,221,26,30,86.7,25,28,89.3,9,12,75.0,5,1,2,1,2,3,7,42.9,4,1,0,1,0,5,2,0,0,0,0,0,7,MF,Match Report
6768,Jamie Shackleton,0.0,0,20,2,0,2022-02-23,22-138,eng ENG,Leeds United,@,Liverpool,eng Premier League,L 0-6,N,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,20,25,80.0,0,0,0,0,0,270,54,14,14,100.0,6,8,75.0,0,2,0.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,1,0,0,0,0,0,5,"DF,MF",Match Report
6769,Cheikhou Kouyaté,0.0,0,35,2,0,2022-02-23,32-064,sn SEN,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,35,43,81.4,0,1,0,0,1,486,94,18,21,85.7,10,14,71.4,2,3,66.7,2,2,1,1,0,2,2,100.0,0,2,2,0,1,3,3,0,0,0,0,0,9,MF,Match Report
6770,Ben Mee,0.5,4,29,1,0,2022-02-23,32-155,eng ENG,Burnley,,Tottenham,eng Premier League,W 1-0,Y,90,1,0,1,1,0,0,0,0.5,0.5,0.4,0.8,0.0,0.8,+0.5,+0.5,-0.4,0.12,4,0.25,0.50,2,50.0,7.0,0,4,0.25,0.50,2,50.0,7.0,0,29,42,69.0,1,4,1,1,3,741,252,8,10,80.0,11,13,84.6,10,16,62.5,1,0,0,1,0,1,1,100.0,0,1,1,0,1,2,3,0,0,0,0,0,7,DF,Match Report
6771,Hugo Lloris,0.0,0,29,0,0,2022-02-23,35-059,fr FRA,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,29,34,85.3,0,0,0,0,0,589,333,8,8,100.0,13,14,92.9,5,9,55.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,GK,Match Report
6772,Samir Santos,0.0,1,61,1,0,2022-02-23,27-080,br BRA,Watford,,Crystal Palace,eng Premier League,L 1-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,12.1,0,1,0.00,,0,0.0,12.1,0,61,68,89.7,0,4,1,0,3,1198,299,19,21,90.5,35,38,92.1,7,9,77.8,1,0,1,0,0,0,0,,0,0,0,0,1,2,5,0,0,0,0,0,10,DF,Match Report
6773,Son Heung-min,0.0,0,27,0,1,2022-02-23,29-230,kr KOR,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.0,-0.4,,0,,,0,,,0,0,,,0,,,0,27,31,87.1,4,0,3,0,5,362,101,17,17,100.0,9,11,81.8,0,0,,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,1,0,0,0,5,"MF,FW",Match Report
6774,Jordan Henderson,0.0,0,14,0,0,2022-02-23,31-251,eng ENG,Liverpool,,Leeds United,eng Premier League,W 6-0,N,23,0,1,1,0,0,0,0,0.0,0.0,0.5,0.5,0.3,0.5,0.0,0.0,+0.5,,0,,,0,,,0,0,,,0,,,0,14,18,77.8,1,0,0,0,0,246,67,6,6,100.0,7,10,70.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,2,MF,Match Report
6775,Adam Forshaw,0.0,1,43,1,0,2022-02-23,30-138,eng ENG,Leeds United,@,Liverpool,eng Premier League,L 0-6,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,0.00,1,100.0,24.2,0,1,0.00,0.00,1,100.0,24.2,0,43,55,78.2,0,0,0,0,0,673,177,22,23,95.7,19,25,76.0,2,5,40.0,1,1,0,1,0,0,2,0.0,2,3,0,3,2,3,0,0,0,0,0,0,12,MF,Match Report
6776,Will Hughes,0.0,0,31,3,0,2022-02-23,26-312,eng ENG,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,31,36,86.1,0,1,0,0,3,471,109,15,17,88.2,15,15,100.0,0,0,,3,2,1,2,0,2,3,66.7,1,1,0,1,0,3,0,0,0,0,0,0,5,MF,Match Report
6777,Steven Bergwijn,0.1,1,3,0,0,2022-02-23,24-138,nl NED,Tottenham,@,Burnley,eng Premier League,L 0-1,N,12,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.12,1,0.00,0.00,1,100.0,10.4,0,1,0.00,0.00,1,100.0,10.4,0,3,6,50.0,0,0,0,0,1,47,17,2,3,66.7,1,3,33.3,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
6778,Cristian Romero,0.1,2,76,3,0,2022-02-23,23-302,ar ARG,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.0,0.2,-0.1,-0.1,0.0,0.06,2,0.00,,0,0.0,19.3,0,2,0.00,,0,0.0,19.3,0,76,96,79.2,1,1,0,0,2,1224,323,38,47,80.9,29,34,85.3,5,9,55.6,3,2,2,1,0,2,3,66.7,1,5,2,3,1,4,2,0,0,0,0,0,5,DF,Match Report
6779,Jack Harrison,0.0,0,19,2,3,2022-02-23,25-095,eng ENG,Leeds United,@,Liverpool,eng Premier League,L 0-6,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,30,63.3,0,2,0,0,1,279,89,12,13,92.3,6,14,42.9,1,2,50.0,2,2,1,0,1,2,5,40.0,3,0,0,0,3,5,0,0,3,0,0,0,10,"FW,MF",Match Report
6780,Eric Dier,0.0,0,84,1,0,2022-02-23,28-039,eng ENG,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,84,92,91.3,0,4,1,0,5,1633,592,24,24,100.0,52,56,92.9,7,9,77.8,1,0,0,1,0,0,0,,0,2,2,0,1,2,2,0,0,0,0,0,6,DF,Match Report
6781,Joël Matip,0.5,1,79,1,0,2022-02-23,30-199,cm CMR,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,1,0,1,1,0,0,0,0.5,0.5,0.0,0.5,0.0,0.5,+0.5,+0.5,0.0,0.45,1,1.00,1.00,1,100.0,8.4,0,1,1.00,1.00,1,100.0,8.4,0,79,90,87.8,0,5,1,0,8,1520,525,27,29,93.1,42,47,89.4,9,11,81.8,1,1,0,0,1,0,0,,0,0,0,0,1,2,3,0,0,0,0,0,8,DF,Match Report
6782,Wilfried Zaha,0.2,2,35,3,0,2022-02-23,29-105,ci CIV,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,90,2,0,2,2,0,0,0,0.2,0.2,0.3,0.5,0.2,0.5,+1.8,+1.8,-0.3,0.10,2,1.00,1.00,2,100.0,13.3,0,2,1.00,1.00,2,100.0,13.3,0,35,45,77.8,3,2,1,0,4,476,95,17,19,89.5,13,15,86.7,1,4,25.0,3,2,0,2,1,1,1,100.0,0,3,0,3,0,3,1,0,0,0,0,0,11,FW,Match Report
6783,Ismaila Sarr,0.0,1,24,0,0,2022-02-23,23-363,sn SEN,Watford,,Crystal Palace,eng Premier League,L 1-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,23.1,0,1,0.00,,0,0.0,23.1,0,24,30,80.0,0,3,1,0,3,394,49,10,10,100.0,11,14,78.6,1,2,50.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,0,0,0,0,5,"FW,MF",Match Report
6784,Conor Gallagher,0.5,1,33,1,0,2022-02-23,22-017,eng ENG,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,90,1,0,1,1,0,0,0,0.5,0.5,0.0,0.5,0.0,0.5,+0.5,+0.5,0.0,0.52,1,1.00,1.00,1,100.0,11.2,0,1,1.00,1.00,1,100.0,11.2,0,33,41,80.5,0,1,0,0,3,516,79,16,16,100.0,16,18,88.9,0,4,0.0,1,0,1,0,0,1,6,16.7,5,3,0,3,0,1,1,0,0,0,0,0,5,MF,Match Report
6785,Michael Olise,0.1,1,25,4,0,2022-02-23,20-073,fr FRA,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,72,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.13,1,0.00,0.00,1,100.0,14.3,0,1,0.00,0.00,1,100.0,14.3,0,25,36,69.4,0,2,1,0,3,401,73,15,16,93.8,7,9,77.8,2,6,33.3,4,4,0,3,1,3,3,100.0,0,1,0,1,0,4,0,0,0,0,0,0,4,"FW,MF",Match Report
6786,Wout Weghorst,0.0,1,15,2,1,2022-02-23,29-200,nl NED,Burnley,,Tottenham,eng Premier League,W 1-0,Y,88,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1,0.00,,0,0.0,22.4,0,1,0.00,,0,0.0,22.4,0,15,21,71.4,0,0,0,0,2,190,33,11,15,73.3,4,6,66.7,0,0,,2,1,0,1,1,1,2,50.0,1,2,0,2,1,3,0,0,1,0,0,0,4,FW,Match Report
6787,Sadio Mané,1.5,3,51,1,0,2022-02-23,29-319,sn SEN,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,2,0,2,2,0,0,0,1.5,1.5,0.3,1.9,0.1,1.9,+0.5,+0.5,-0.3,0.51,3,0.67,1.00,2,66.7,13.9,0,3,0.67,1.00,2,66.7,13.9,0,51,63,81.0,5,5,1,1,8,892,218,23,28,82.1,25,29,86.2,3,3,100.0,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,0,1,0,0,5,FW,Match Report
6788,Daniel James,0.0,0,7,1,0,2022-02-23,24-105,wls WAL,Leeds United,@,Liverpool,eng Premier League,L 0-6,Y,60,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,7,9,77.8,0,1,0,0,0,105,16,5,5,100.0,2,4,50.0,0,0,,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,0,0,0,0,1,"FW,MF",Match Report
6789,Jack Butland,0.0,0,25,0,0,2022-02-23,28-350,eng ENG,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,25,31,80.6,0,0,0,0,0,415,169,8,8,100.0,16,16,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
6790,Trent Alexander-Arnold,0.0,0,32,0,0,2022-02-23,23-139,eng ENG,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,0.3,0.7,0.0,0.0,-0.7,,0,,,0,,,0,0,,,0,,,0,32,51,62.7,2,3,0,0,3,644,274,15,18,83.3,9,12,75.0,8,16,50.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,0,0,0,0,6,DF,Match Report
6791,James McArthur,0.0,0,16,1,0,2022-02-23,34-139,sct SCO,Crystal Palace,@,Watford,eng Premier League,W 4-1,N,11,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,16,17,94.1,1,1,0,0,0,292,85,6,6,100.0,8,8,100.0,1,1,100.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2,MF,Match Report
6792,Marc Guéhi,0.0,0,82,1,0,2022-02-23,21-225,eng ENG,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,82,90,91.1,0,8,0,0,3,1755,499,19,20,95.0,51,53,96.2,11,16,68.8,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,4,0,0,0,0,0,5,DF,Match Report
6793,Ben Foster,0.0,0,22,0,0,2022-02-23,38-326,eng ENG,Watford,,Crystal Palace,eng Premier League,L 1-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,22,32,68.8,0,0,0,0,0,797,695,1,1,100.0,10,10,100.0,11,20,55.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
6794,Jordan Ayew,0.0,0,5,0,0,2022-02-23,30-165,gh GHA,Crystal Palace,@,Watford,eng Premier League,W 4-1,N,18,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,5,5,100.0,1,0,0,0,0,95,5,1,1,100.0,4,4,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
6795,Dejan Kulusevski,0.2,3,29,1,0,2022-02-23,21-304,se SWE,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.1,0.3,-0.2,-0.2,-0.1,0.07,3,0.00,,0,0.0,14.4,0,3,0.00,,0,0.0,14.4,0,29,39,74.4,2,2,1,0,2,470,84,17,20,85.0,5,6,83.3,5,7,71.4,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,0,0,0,0,2,"MF,FW",Match Report
6796,Emerson,0.0,1,50,1,0,2022-02-23,23-040,br BRA,Tottenham,@,Burnley,eng Premier League,L 0-1,Y,64,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,-0.2,0.04,1,0.00,,0,0.0,22.1,0,1,0.00,,0,0.0,22.1,0,50,62,80.6,3,2,4,2,4,617,145,29,31,93.5,12,17,70.6,2,2,100.0,1,0,0,1,0,0,3,0.0,3,0,0,0,0,1,3,0,0,0,0,0,5,"DF,MF",Match Report
6797,Virgil van Dijk,0.3,1,85,0,0,2022-02-23,30-230,nl NED,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,1,0,1,1,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,+0.7,+0.7,0.0,0.26,1,1.00,1.00,1,100.0,8.6,0,1,1.00,1.00,1,100.0,8.6,0,85,97,87.6,0,3,0,0,3,1635,651,30,32,93.8,47,50,94.0,8,15,53.3,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,0,0,0,0,8,DF,Match Report
6798,Imran Louza,0.0,0,38,0,0,2022-02-23,22-298,ma MAR,Watford,,Crystal Palace,eng Premier League,L 1-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,38,53,71.7,0,4,0,0,5,800,261,9,11,81.8,22,29,75.9,6,10,60.0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,0,0,0,0,7,MF,Match Report
6799,Mohamed Salah,2.5,4,46,0,0,2022-02-23,29-253,eg EGY,Liverpool,,Leeds United,eng Premier League,W 6-0,Y,90,2,1,3,0,2,2,0,2.5,0.9,0.5,2.9,0.5,1.3,-0.5,-0.9,+0.5,0.22,4,0.00,0.00,1,25.0,23.2,0,4,0.00,0.00,1,25.0,23.2,0,46,52,88.5,1,8,5,0,11,744,279,24,26,92.3,17,18,94.4,3,3,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,FW,Match Report
6800,Joachim Andersen,0.0,0,90,2,0,2022-02-23,25-268,dk DEN,Crystal Palace,@,Watford,eng Premier League,W 4-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,90,109,82.6,0,7,0,0,6,2151,655,8,10,80.0,68,70,97.1,13,27,48.1,2,1,2,0,0,1,1,100.0,0,1,1,0,0,2,6,0,0,0,0,0,3,DF,Match Report
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
6801,Kiko Femenía,0.0,0,44,1,0,2022-02-23,31-021,es ESP,Watford,,Crystal Palace,eng Premier League,L 1-4,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.5,0.5,0.3,0.5,0.0,0.0,+0.5,,0,,,0,,,0,0,,,0,,,0,44,70,62.9,2,3,0,0,2,720,228,22,27,81.5,18,23,78.3,3,16,18.8,1,1,1,0,0,0,1,0.0,1,1,0,1,2,3,1,0,0,0,0,0,7,DF,Match Report
6802,Pascal Struijk,0.0,0,30,2,0,2022-02-23,22-196,nl NED,Leeds United,@,Liverpool,eng Premier League,L 0-6,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,30,40,75.0,0,2,0,0,2,623,185,7,9,77.8,19,22,86.4,3,7,42.9,2,2,2,0,0,1,2,50.0,1,2,1,1,0,2,2,0,0,0,0,0,5,"DF,MF",Match Report
6803,Edo Kayembe,0.0,0,12,0,0,2022-02-23,23-265,cd COD,Watford,,Crystal Palace,eng Premier League,L 1-4,N,18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,12,13,92.3,0,0,0,0,0,205,22,6,6,100.0,5,6,83.3,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,MF,Match Report
6804,Dwight McNeil,0.0,2,35,1,0,2022-02-23,22-093,eng ENG,Burnley,,Tottenham,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,0.02,2,0.00,,0,0.0,19.7,0,2,0.00,,0,0.0,19.7,0,35,46,76.1,3,4,2,1,5,642,159,15,16,93.8,16,18,88.9,4,9,44.4,1,1,1,0,0,1,6,16.7,5,4,0,4,2,3,2,0,0,0,0,0,6,MF,Match Report
6805,Hwang Hee-chan,0.6,2,22,3,0,2022-02-24,26-029,kr KOR,Wolves,@,Arsenal,eng Premier League,L 1-2,Y,74,1,0,1,1,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,+0.4,+0.4,0.0,0.30,2,0.50,0.50,2,100.0,8.4,0,2,0.50,0.50,2,100.0,8.4,0,22,29,75.9,0,1,0,0,1,302,40,16,19,84.2,4,6,66.7,1,2,50.0,3,2,1,2,0,2,4,50.0,2,1,0,1,0,3,0,0,0,0,0,0,8,"FW,MF",Match Report
6806,Conor Coady,0.0,0,27,3,0,2022-02-24,28-364,eng ENG,Wolves,@,Arsenal,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,27,34,79.4,0,0,0,0,0,654,218,1,2,50.0,21,23,91.3,5,9,55.6,3,2,3,0,0,2,4,50.0,2,2,2,0,2,5,4,0,0,0,0,0,5,DF,Match Report
6807,Ben White,0.1,1,60,0,0,2022-02-24,24-139,eng ENG,Arsenal,,Wolves,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.1,-0.1,-0.1,-0.1,0.06,1,0.00,,0,0.0,14.8,0,1,0.00,,0,0.0,14.8,0,60,72,83.3,1,10,0,0,10,1166,427,21,24,87.5,33,36,91.7,6,12,50.0,0,0,0,0,0,0,0,,0,2,0,2,1,1,3,0,0,0,0,0,7,DF,Match Report
6808,Rúben Neves,0.0,0,33,2,0,2022-02-24,24-348,pt POR,Wolves,@,Arsenal,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,33,46,71.7,0,1,1,1,6,695,142,8,11,72.7,19,20,95.0,6,11,54.5,2,2,0,2,0,1,6,16.7,5,2,1,1,6,8,5,0,0,0,0,0,6,MF,Match Report
6809,Aaron Ramsdale,0.0,0,22,0,0,2022-02-24,23-286,eng ENG,Arsenal,,Wolves,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,22,28,78.6,0,0,0,0,0,488,263,7,7,100.0,9,10,90.0,6,11,54.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,GK,Match Report
6810,Gabriel Martinelli,0.4,4,19,1,0,2022-02-24,20-251,br BRA,Arsenal,,Wolves,eng Premier League,W 2-1,Y,70,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.2,0.6,-0.4,-0.4,-0.2,0.09,4,0.00,0.00,1,25.0,10.4,0,4,0.00,0.00,1,25.0,10.4,0,19,25,76.0,2,0,2,0,2,304,43,10,14,71.4,9,11,81.8,0,0,,1,0,0,1,0,1,2,50.0,1,1,0,1,2,3,0,0,0,0,0,0,4,"FW,MF",Match Report
6811,Thomas Partey,0.1,2,50,1,0,2022-02-24,28-256,gh GHA,Arsenal,,Wolves,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.1,0.3,-0.1,-0.1,-0.3,0.03,2,0.00,,0,0.0,27.9,0,2,0.00,,0,0.0,27.9,0,50,56,89.3,3,8,2,0,6,916,257,25,27,92.6,19,20,95.0,6,7,85.7,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,0,0,0,0,14,MF,Match Report
6812,Nicolas Pépé,0.7,1,12,0,0,2022-02-24,26-271,ci CIV,Arsenal,,Wolves,eng Premier League,W 2-1,N,20,1,0,1,1,0,0,0,0.7,0.7,0.0,0.7,0.1,0.7,+0.3,+0.3,0.0,0.70,1,1.00,1.00,1,100.0,7.4,0,1,1.00,1.00,1,100.0,7.4,0,12,15,80.0,0,0,1,0,1,118,20,10,11,90.9,1,3,33.3,0,0,,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,0,0,0,0,3,"FW,MF",Match Report
