Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
10,Bernardo Silva,0.0,0,61,1,0,2023-08-11,29-001,pt POR,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,61,70,87.1,0,6,0,0,3,830,149,40,42,95.2,13,19,68.4,5,5,100.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,1,0,0,0,0,4,"MF,FW",Match Report
11,Josh Brownhill,0.0,0,2,0,0,2023-08-11,27-235,eng ENG,Burnley,,Manchester City,eng Premier League,L 0-3,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,2,100.0,0,0,0,0,0,43,0,0,0,,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,Match Report
12,Jacob Bruun Larsen,0.0,1,4,0,0,2023-08-11,24-326,dk DEN,Burnley,,Manchester City,eng Premier League,L 0-3,N,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,6.9,0,1,0.00,,0,0.0,6.9,0,4,6,66.7,0,0,2,0,2,55,21,2,3,66.7,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,"MF,FW",Match Report
13,Joško Gvardiol,0.0,0,5,2,0,2023-08-11,21-200,hr CRO,Manchester City,@,Burnley,eng Premier League,W 3-0,N,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,5,7,71.4,0,0,0,0,0,54,16,3,3,100.0,1,2,50.0,0,1,0.0,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0,0,0,0,0,2,DF,Match Report
14,Rodri,0.5,4,107,5,1,2023-08-11,27-050,es ESP,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,90,1,1,2,1,0,0,0,0.5,0.5,0.2,0.7,0.2,0.7,+0.5,+0.5,+0.8,0.12,4,0.25,0.33,3,75.0,17.6,0,4,0.25,0.33,3,75.0,17.6,0,107,110,97.3,1,14,0,0,4,1679,463,55,55,100.0,41,42,97.6,7,8,87.5,5,3,2,2,1,2,2,100.0,0,0,0,0,0,5,0,1,1,0,0,0,8,MF,Match Report
15,Mateo Kovačić,0.0,0,61,2,0,2023-08-11,29-097,hr CRO,Manchester City,@,Burnley,eng Premier League,W 3-0,N,68,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,61,64,95.3,1,3,1,0,4,888,167,39,39,100.0,17,18,94.4,3,4,75.0,2,2,1,0,1,2,2,100.0,0,3,0,3,0,2,0,0,0,0,0,0,1,MF,Match Report
16,Kyle Walker,0.0,0,66,0,0,2023-08-11,33-075,eng ENG,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,66,72,91.7,1,3,0,0,2,1198,179,22,23,95.7,36,37,97.3,6,9,66.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,9,DF,Match Report
17,Manuel Akanji,0.0,0,89,3,0,2023-08-11,28-023,ch SUI,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,89,102,87.3,0,4,0,0,2,1375,382,41,42,97.6,41,48,85.4,3,6,50.0,3,1,1,2,0,2,4,50.0,2,2,1,1,0,3,2,0,0,0,0,0,2,"DF,MF",Match Report
18,Vitinho,0.0,0,20,0,0,2023-08-11,24-019,br BRA,Burnley,,Manchester City,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,20,25,80.0,1,0,0,0,0,245,40,16,16,100.0,4,5,80.0,0,0,,0,0,0,0,0,0,0,,0,2,1,1,1,1,1,0,0,0,0,0,2,"DF,MF",Match Report
19,Ameen Al-Dakhil,0.0,0,32,2,0,2023-08-11,21-158,be BEL,Burnley,,Manchester City,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,32,38,84.2,0,3,0,0,3,690,258,11,13,84.6,15,18,83.3,6,7,85.7,2,1,0,1,1,0,1,0.0,1,2,1,1,1,3,4,0,0,0,0,0,4,DF,Match Report
20,James Mcatee,0.0,0,0,0,0,2023-08-11,20-297,eng ENG,Manchester City,@,Burnley,eng Premier League,W 3-0,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,MF,Match Report
21,Jordan Beyer,0.0,0,28,4,0,2023-08-11,23-084,de GER,Burnley,,Manchester City,eng Premier League,L 0-3,Y,73,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,28,35,80.0,0,1,0,0,0,545,186,10,11,90.9,17,18,94.4,1,6,16.7,4,4,3,1,0,1,1,100.0,0,2,0,2,4,8,4,0,0,0,0,0,2,DF,Match Report
22,Nathan Redmond,0.0,0,1,0,0,2023-08-11,29-158,eng ENG,Burnley,,Manchester City,eng Premier League,L 0-3,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,2,50.0,0,0,0,0,0,31,0,0,0,,0,0,,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
23,Rico Lewis,0.0,0,36,0,0,2023-08-11,18-263,eng ENG,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,78,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,36,42,85.7,0,2,0,0,3,552,65,22,25,88.0,12,12,100.0,2,4,50.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,9,"DF,MF",Match Report
24,Sander Berge,0.0,0,23,0,0,2023-08-11,25-178,no NOR,Burnley,,Manchester City,eng Premier League,L 0-3,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,23,28,82.1,0,1,0,0,1,413,57,12,13,92.3,8,10,80.0,3,4,75.0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,3,MF,Match Report
25,Benson Manuel,0.0,0,4,0,0,2023-08-11,26-136,ao ANG,Burnley,,Manchester City,eng Premier League,L 0-3,N,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,5,80.0,0,0,0,0,0,43,10,2,2,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
26,Cole Palmer,0.0,0,4,0,0,2023-08-11,21-097,eng ENG,Manchester City,@,Burnley,eng Premier League,W 3-0,N,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,5,80.0,0,0,0,0,0,51,0,2,2,100.0,2,3,66.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,Match Report
27,Kevin De Bruyne,0.0,1,6,0,0,2023-08-11,32-044,be BEL,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,22,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,0.02,1,0.00,,0,0.0,32.2,0,1,0.00,,0,0.0,32.2,0,6,10,60.0,1,0,3,2,1,142,74,1,2,50.0,4,5,80.0,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,MF,Match Report
28,Nathan Aké,0.3,1,65,3,0,2023-08-11,28-174,nl NED,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,78,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.31,1,0.00,,0,0.0,4.8,0,1,0.00,,0,0.0,4.8,0,65,69,94.2,0,3,0,0,1,1085,222,29,30,96.7,29,31,93.5,5,6,83.3,3,3,3,0,0,3,3,100.0,0,0,0,0,2,5,1,0,0,0,0,0,5,DF,Match Report
29,Phil Foden,0.3,3,37,0,0,2023-08-11,23-075,eng ENG,Manchester City,@,Burnley,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.3,-0.3,-0.1,0.10,3,0.00,0.00,1,33.3,13.1,0,3,0.00,0.00,1,33.3,13.1,0,37,48,77.1,2,0,2,0,5,493,102,20,22,90.9,13,14,92.9,0,5,0.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,0,0,0,0,2,"FW,MF",Match Report
30,Josh Cullen,0.0,0,37,1,0,2023-08-11,27-126,ie IRL,Burnley,,Manchester City,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,37,43,86.0,0,1,0,0,2,659,112,17,18,94.4,18,19,94.7,1,3,33.3,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,0,0,0,0,5,MF,Match Report
31,Lyle Foster,0.1,2,14,2,0,2023-08-11,22-342,za RSA,Burnley,,Manchester City,eng Premier League,L 0-3,Y,89,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.0,0.2,-0.1,-0.1,0.0,0.07,2,0.00,,0,0.0,16.0,0,2,0.00,,0,0.0,16.0,0,14,20,70.0,1,1,1,0,2,247,43,5,7,71.4,7,8,87.5,1,2,50.0,2,1,1,1,0,0,0,,0,2,0,2,0,2,2,0,0,0,0,0,5,"FW,MF",Match Report
32,Luca Koleosho,0.1,1,8,0,0,2023-08-11,18-330,it ITA,Burnley,,Manchester City,eng Premier League,L 0-3,Y,60,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.2,-0.1,-0.1,-0.1,0.08,1,0.00,,0,0.0,14.7,0,1,0.00,,0,0.0,14.7,0,8,14,57.1,2,0,0,0,0,71,8,6,6,100.0,1,6,16.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,"MF,FW",Match Report
33,Kieffer Moore,0.0,1,6,0,0,2023-08-12,31-004,wls WAL,Bournemouth,,West Ham,eng Premier League,D 1-1,N,24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,13.0,0,1,0.00,,0,0.0,13.0,0,6,8,75.0,0,0,0,0,0,39,11,5,5,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
34,Abdoulaye Doucouré,0.6,2,22,0,0,2023-08-12,30-223,ml MLI,Everton,,Fulham,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.6,0.6,0.8,1.4,0.1,1.4,-0.6,-0.6,-0.8,0.28,2,0.00,0.00,1,50.0,13.1,0,2,0.00,0.00,1,50.0,13.1,0,22,27,81.5,3,2,1,0,3,316,70,10,13,76.9,10,10,100.0,0,0,,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,0,0,0,0,3,"FW,MF",Match Report
35,Ezri Konsa,0.0,0,44,5,0,2023-08-12,25-293,eng ENG,Aston Villa,@,Newcastle Utd,eng Premier League,L 1-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,44,48,91.7,0,4,0,0,3,784,390,17,18,94.4,23,25,92.0,3,4,75.0,5,4,2,2,1,2,2,100.0,0,0,0,0,0,5,2,1,0,0,0,0,3,DF,Match Report
36,Elijah Adebayo,0.0,0,7,0,0,2023-08-12,25-217,eng ENG,Luton Town,@,Brighton,eng Premier League,L 1-4,Y,63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,7,10,70.0,1,0,1,0,4,113,41,3,4,75.0,4,6,66.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,0,0,0,FW,Match Report
37,Odsonne Édouard,1.0,7,10,3,1,2023-08-12,25-208,fr FRA,Crystal Palace,@,Sheffield Utd,eng Premier League,W 1-0,Y,90,1,0,1,1,0,0,0,1.0,1.0,0.2,1.2,0.1,1.2,0.0,0.0,-0.2,0.14,7,0.14,0.33,3,42.9,10.9,0,7,0.14,0.33,3,42.9,10.9,0,10,13,76.9,2,0,1,0,2,99,21,8,9,88.9,1,2,50.0,0,0,,3,1,1,0,2,0,0,,0,1,0,1,0,3,0,0,1,0,0,0,2,"FW,MF",Match Report
38,Danny Ings,0.1,1,1,0,1,2023-08-12,31-020,eng ENG,West Ham,@,Bournemouth,eng Premier League,D 1-1,N,13,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.12,1,0.00,,0,0.0,14.1,0,1,0.00,,0,0.0,14.1,0,1,4,25.0,0,0,0,0,0,4,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,1,0,0,0,0,FW,Match Report
39,Milos Kerkez,0.0,0,43,2,0,2023-08-12,19-278,hu HUN,Bournemouth,,West Ham,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,43,56,76.8,1,4,2,1,3,710,184,21,27,77.8,18,22,81.8,3,4,75.0,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,3,0,0,0,0,0,6,DF,Match Report
40,Brennan Johnson,0.3,1,6,1,0,2023-08-12,22-081,wls WAL,Nott'ham Forest,@,Arsenal,eng Premier League,L 1-2,Y,79,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.28,1,0.00,,0,0.0,17.9,0,1,0.00,,0,0.0,17.9,0,6,6,100.0,0,0,0,0,0,115,17,1,1,100.0,4,4,100.0,1,1,100.0,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0,0,0,0,0,4,"FW,MF",Match Report
41,Sandro Tonali,0.6,2,49,1,0,2023-08-12,23-096,it ITA,Newcastle Utd,,Aston Villa,eng Premier League,W 5-1,Y,89,1,0,1,1,0,0,0,0.6,0.6,0.1,0.7,0.1,0.7,+0.4,+0.4,-0.1,0.32,2,0.50,0.50,2,100.0,9.7,0,2,0.50,0.50,2,100.0,9.7,0,49,56,87.5,1,5,2,1,6,779,213,29,32,90.6,15,17,88.2,4,5,80.0,1,1,1,0,0,0,2,0.0,2,2,0,2,1,2,0,0,0,0,0,0,5,MF,Match Report
42,Yasser Larouci,0.0,0,5,1,0,2023-08-12,22-223,dz ALG,Sheffield Utd,,Crystal Palace,eng Premier League,L 0-1,N,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,5,5,100.0,0,2,0,0,0,109,64,3,3,100.0,1,1,100.0,1,1,100.0,1,0,0,0,1,0,0,,0,0,0,0,2,3,1,0,0,0,0,0,0,DF,Match Report
43,Philippe Coutinho,0.1,1,7,0,0,2023-08-12,31-061,br BRA,Aston Villa,@,Newcastle Utd,eng Premier League,L 1-5,N,4,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.08,1,0.00,,0,0.0,11.2,0,1,0.00,,0,0.0,11.2,0,7,9,77.8,0,0,0,0,1,88,26,5,6,83.3,2,3,66.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"MF,FW",Match Report
44,Bobby Reid,1.1,3,11,1,0,2023-08-12,30-191,jm JAM,Fulham,@,Everton,eng Premier League,W 1-0,N,45,1,0,1,1,0,0,0,1.1,1.1,0.0,1.1,0.0,1.1,-0.1,-0.1,0.0,0.38,3,0.33,1.00,1,33.3,7.1,0,3,0.33,1.00,1,33.3,7.1,0,11,18,61.1,0,1,0,0,2,134,32,6,7,85.7,4,5,80.0,0,2,0.0,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,2,0,0,0,0,0,2,FW,Match Report
45,Joe Rothwell,0.0,1,61,3,0,2023-08-12,28-213,eng ENG,Bournemouth,,West Ham,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,24.5,0,1,0.00,,0,0.0,24.5,0,61,75,81.3,1,7,0,0,5,1096,275,22,22,100.0,37,38,97.4,2,13,15.4,3,1,3,0,0,1,2,50.0,1,3,1,2,0,3,0,0,0,0,0,0,11,MF,Match Report
46,James Tarkowski,0.0,1,27,0,0,2023-08-12,30-266,eng ENG,Everton,,Fulham,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,9.6,0,1,0.00,,0,0.0,9.6,0,27,36,75.0,0,4,1,0,5,676,221,5,6,83.3,15,15,100.0,7,13,53.8,0,0,0,0,0,0,1,0.0,1,1,1,0,4,4,3,0,0,0,0,0,3,DF,Match Report
47,Jaden Philogene Bidace,0.0,0,3,0,0,2023-08-12,21-185,eng ENG,Aston Villa,@,Newcastle Utd,eng Premier League,L 1-5,N,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,0,0,0,27,5,3,3,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,FW,Match Report
48,Chris Basham,0.0,0,18,1,0,2023-08-12,35-023,eng ENG,Sheffield Utd,,Crystal Palace,eng Premier League,L 0-1,Y,79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,18,21,85.7,0,2,0,0,1,179,29,14,17,82.4,2,2,100.0,0,0,,1,0,0,1,0,0,1,0.0,1,3,1,2,2,3,2,0,0,0,0,0,4,"DF,MF",Match Report
49,Lucas Digne,0.0,0,37,2,0,2023-08-12,30-023,fr FRA,Aston Villa,@,Newcastle Utd,eng Premier League,L 1-5,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,37,50,74.0,3,1,1,0,2,590,222,20,23,87.0,14,18,77.8,3,5,60.0,2,2,1,1,0,1,2,50.0,1,1,0,1,1,3,2,0,0,0,0,0,3,DF,Match Report
50,Declan Rice,0.2,3,84,4,0,2023-08-12,24-210,eng ENG,Arsenal,,Nott'ham Forest,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.08,3,0.00,0.00,3,100.0,24.3,0,3,0.00,0.00,3,100.0,24.3,0,84,91,92.3,0,7,0,0,3,1328,279,47,48,97.9,33,35,94.3,4,6,66.7,4,4,1,3,0,3,4,75.0,1,0,0,0,1,5,0,0,0,0,0,0,5,MF,Match Report
