Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
1172,Fábio Silva,0.0,2,21,1,0,2023-09-03,21-046,pt POR,Wolves,@,Crystal Palace,eng Premier League,L 2-3,Y,73,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,0.02,2,0.00,,0,0.0,19.3,0,2,0.00,,0,0.0,19.3,0,21,23,91.3,1,2,0,0,4,228,36,12,12,100.0,5,5,100.0,0,1,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,0,0,0,0,2,FW,Match Report
1173,André Onana,0.0,0,43,0,0,2023-09-03,27-154,cm CMR,Manchester Utd,@,Arsenal,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,43,53,81.1,0,2,0,0,0,908,662,17,17,100.0,19,20,95.0,7,16,43.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,GK,Match Report
1174,Victor Lindelöf,0.0,0,67,0,0,2023-09-03,29-048,se SWE,Manchester Utd,@,Arsenal,eng Premier League,L 1-3,Y,83,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,67,69,97.1,0,1,0,0,0,1061,241,30,30,100.0,35,35,100.0,1,2,50.0,0,0,0,0,0,0,0,,0,3,2,1,0,0,0,0,0,0,0,0,0,DF,Match Report
1175,Jonny Evans,0.0,0,2,1,0,2023-09-03,35-243,nir NIR,Manchester Utd,@,Arsenal,eng Premier League,L 1-3,N,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,2,100.0,0,0,0,0,0,38,12,1,1,100.0,1,1,100.0,0,0,,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,0,0,0,0,1,DF,Match Report
1176,Kai Havertz,0.4,2,22,2,0,2023-09-03,24-084,de GER,Arsenal,,Manchester Utd,eng Premier League,W 3-1,Y,76,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.18,2,0.00,,0,0.0,7.6,0,2,0.00,,0,0.0,7.6,0,22,25,88.0,1,2,1,0,2,285,78,17,19,89.5,5,6,83.3,0,0,,2,1,0,2,0,1,2,50.0,1,1,1,0,0,2,1,0,0,0,0,0,5,"MF,FW",Match Report
1177,Sergio Gómez,0.0,0,4,0,0,2023-09-16,23-012,es ESP,Manchester City,@,West Ham,eng Premier League,W 3-1,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,6,66.7,0,0,0,0,0,48,0,3,4,75.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,"FW,MF",Match Report
1178,Ezri Konsa,0.0,0,80,3,0,2023-09-16,25-328,eng ENG,Aston Villa,,Crystal Palace,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,80,85,94.1,0,7,0,0,2,1636,485,18,20,90.0,53,55,96.4,9,9,100.0,3,1,2,1,0,3,4,75.0,1,3,1,2,1,4,2,0,0,0,0,0,5,DF,Match Report
1179,Elijah Adebayo,0.0,0,4,0,0,2023-09-16,25-252,eng ENG,Luton Town,@,Fulham,eng Premier League,L 0-1,N,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,4,100.0,1,1,0,0,0,57,14,3,3,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
1180,Odsonne Édouard,0.3,1,14,4,0,2023-09-16,25-243,fr FRA,Crystal Palace,@,Aston Villa,eng Premier League,L 1-3,Y,89,1,0,1,1,0,0,0,0.3,0.3,0.1,0.4,0.0,0.4,+0.7,+0.7,-0.1,0.31,1,1.00,1.00,1,100.0,16.7,0,1,1.00,1.00,1,100.0,16.7,0,14,26,53.8,2,1,0,0,4,159,52,10,13,76.9,3,4,75.0,0,1,0.0,4,2,1,1,2,1,2,50.0,1,1,0,1,1,5,1,0,0,0,0,0,7,"FW,MF",Match Report
1181,Cameron Archer,0.0,0,17,1,1,2023-09-16,22-057,eng ENG,Sheffield Utd,@,Tottenham,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,17,21,81.0,1,0,2,0,2,194,22,11,12,91.7,4,4,100.0,0,0,,1,0,1,0,0,0,0,,0,3,1,2,0,1,0,0,1,0,0,0,1,"FW,MF",Match Report
1182,Danny Ings,0.0,0,2,0,0,2023-09-16,31-055,eng ENG,West Ham,,Manchester City,eng Premier League,L 1-3,N,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,2,100.0,0,0,0,0,0,17,0,1,1,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
1183,Chris Richards,0.0,0,20,1,0,2023-09-16,23-172,us USA,Crystal Palace,@,Aston Villa,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,20,24,83.3,0,1,0,0,0,438,151,6,6,100.0,9,11,81.8,5,7,71.4,1,0,1,0,0,0,0,,0,3,2,1,1,2,6,0,0,0,1,0,5,"DF,MF",Match Report
1184,Ansu Fati,0.5,2,8,0,0,2023-09-16,20-320,es ESP,Brighton,@,Manchester Utd,eng Premier League,W 3-1,N,27,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,0.5,-0.5,-0.5,0.0,0.25,2,0.00,0.00,2,100.0,14.6,0,2,0.00,0.00,2,100.0,14.6,0,8,9,88.9,0,0,1,0,4,158,58,4,4,100.0,2,2,100.0,2,2,100.0,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
1185,Brennan Johnson,0.0,0,7,0,1,2023-09-16,22-116,wls WAL,Tottenham,,Sheffield Utd,eng Premier League,W 2-1,N,11,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,7,7,100.0,1,0,0,0,0,132,6,4,4,100.0,2,2,100.0,1,1,100.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,FW,Match Report
1186,Mathias Jensen,0.0,0,41,3,0,2023-09-16,27-258,dk DEN,Brentford,@,Newcastle Utd,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,41,60,68.3,3,6,3,0,11,819,360,15,20,75.0,19,25,76.0,7,14,50.0,3,2,2,1,0,2,7,28.6,5,2,1,1,3,6,1,0,0,0,0,0,5,MF,Match Report
1187,Bobby Reid,0.0,0,7,0,0,2023-09-16,30-226,jm JAM,Fulham,,Luton Town,eng Premier League,W 1-0,N,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,7,8,87.5,1,1,0,0,1,77,27,5,6,83.3,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
1188,Jean-Ricner Bellegarde,0.0,1,17,1,0,2023-09-16,25-081,fr FRA,Wolves,,Liverpool,eng Premier League,L 1-3,Y,76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,17.7,0,1,0.00,,0,0.0,17.7,0,17,21,81.0,1,2,0,0,4,268,63,9,10,90.0,8,9,88.9,0,0,,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,0,0,0,0,3,"MF,FW",Match Report
1189,Julián Álvarez,0.1,2,52,0,0,2023-09-16,23-228,ar ARG,Manchester City,@,West Ham,eng Premier League,W 3-1,Y,90,0,2,2,0,0,0,0,0.1,0.1,0.5,0.5,0.4,0.5,-0.1,-0.1,+1.5,0.03,2,0.00,,0,0.0,29.9,1,2,0.00,,0,0.0,29.9,1,52,63,82.5,4,5,3,1,4,763,182,30,34,88.2,13,14,92.9,5,11,45.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,2,"MF,FW",Match Report
1190,Hwang Hee-chan,0.1,1,15,0,0,2023-09-16,27-233,kr KOR,Wolves,,Liverpool,eng Premier League,L 1-3,Y,59,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.11,1,1.00,1.00,1,100.0,8.7,0,1,1.00,1.00,1,100.0,8.7,0,15,18,83.3,0,0,0,0,2,194,35,8,9,88.9,6,7,85.7,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,3,"FW,MF",Match Report
1191,Aaron Hickey,0.0,1,16,4,0,2023-09-16,21-098,sct SCO,Brentford,@,Newcastle Utd,eng Premier League,L 0-1,Y,81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,0.00,1,100.0,11.3,0,1,0.00,0.00,1,100.0,11.3,0,16,18,88.9,0,2,0,0,3,236,39,9,10,90.0,5,6,83.3,1,1,100.0,4,3,1,0,3,1,1,100.0,0,0,0,0,0,4,1,0,0,0,0,0,8,DF,Match Report
1192,Diogo Jota,0.1,1,15,1,0,2023-09-16,26-286,pt POR,Liverpool,@,Wolves,eng Premier League,W 3-1,Y,55,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.14,1,0.00,,0,0.0,15.1,0,1,0.00,,0,0.0,15.1,0,15,19,78.9,0,0,0,0,0,181,40,12,13,92.3,2,5,40.0,1,1,100.0,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,0,0,0,0,2,FW,Match Report
1193,Cody Gakpo,1.1,3,10,1,0,2023-09-16,24-132,nl NED,Liverpool,@,Wolves,eng Premier League,W 3-1,Y,55,1,0,1,1,0,0,0,1.1,1.1,0.0,1.1,0.0,1.1,-0.1,-0.1,0.0,0.36,3,0.33,1.00,1,33.3,10.2,0,3,0.33,1.00,1,33.3,10.2,0,10,13,76.9,0,1,0,0,3,120,35,6,7,85.7,4,6,66.7,0,0,,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,0,0,0,0,2,"FW,MF",Match Report
1194,Timothy Castagne,0.0,1,65,4,0,2023-09-16,27-285,be BEL,Fulham,,Luton Town,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,25.8,0,1,0.00,,0,0.0,25.8,0,65,72,90.3,1,1,1,1,4,1058,169,32,34,94.1,26,26,100.0,6,7,85.7,4,3,2,1,1,3,3,100.0,0,1,1,0,2,6,2,0,0,0,0,0,8,DF,Match Report
1195,Chris Basham,0.1,1,21,1,0,2023-09-16,35-058,eng ENG,Sheffield Utd,@,Tottenham,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.10,1,0.00,,0,0.0,10.1,0,1,0.00,,0,0.0,10.1,0,21,32,65.6,0,2,0,0,1,333,104,11,12,91.7,8,14,57.1,2,6,33.3,1,0,1,0,0,0,2,0.0,2,1,0,1,1,2,8,0,0,0,0,0,3,"DF,MF",Match Report
1196,Albert Sambi Lokonga,0.0,0,18,0,0,2023-09-16,23-329,be BEL,Luton Town,@,Fulham,eng Premier League,L 0-1,Y,73,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,18,25,72.0,1,1,0,0,1,275,75,11,13,84.6,7,9,77.8,0,2,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,MF,Match Report
1197,Lucas Digne,0.0,1,69,3,0,2023-09-16,30-058,fr FRA,Aston Villa,,Crystal Palace,eng Premier League,W 3-1,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.3,0.3,0.2,0.3,0.0,0.0,+0.7,0.03,1,0.00,,0,0.0,16.7,0,1,0.00,,0,0.0,16.7,0,69,96,71.9,2,5,5,3,8,1160,366,33,41,80.5,28,35,80.0,6,13,46.2,3,1,2,1,0,2,2,100.0,0,3,0,3,1,4,3,0,0,0,0,0,7,DF,Match Report
1198,Thomas Kaminski,0.0,0,15,0,0,2023-09-16,30-328,be BEL,Luton Town,@,Fulham,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,15,29,51.7,0,1,1,0,0,530,435,4,4,100.0,4,5,80.0,6,19,31.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,1,GK,Match Report
1199,Erling Haaland,2.5,9,9,0,0,2023-09-16,23-057,no NOR,Manchester City,@,West Ham,eng Premier League,W 3-1,Y,89,1,0,1,1,0,0,0,2.5,2.5,0.0,2.6,0.0,2.6,-1.5,-1.5,0.0,0.28,9,0.11,0.25,4,44.4,9.2,0,9,0.11,0.25,4,44.4,9.2,0,9,13,69.2,1,0,0,0,0,108,6,7,8,87.5,1,2,50.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
1200,Kieran Trippier,0.0,1,71,1,0,2023-09-16,32-362,eng ENG,Newcastle Utd,,Brentford,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,0.01,1,0.00,,0,0.0,23.3,0,1,0.00,,0,0.0,23.3,0,71,95,74.7,2,6,2,1,7,1207,602,38,44,86.4,25,35,71.4,8,13,61.5,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0,0,0,0,0,6,DF,Match Report
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
1201,Matty Cash,0.6,2,53,6,0,2023-09-16,26-040,pl POL,Aston Villa,,Crystal Palace,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,-0.6,-0.6,0.0,0.34,2,0.00,,0,0.0,9.3,0,2,0.00,,0,0.0,9.3,0,53,62,85.5,0,8,1,0,6,837,268,29,31,93.5,17,20,85.0,4,6,66.7,6,2,3,2,1,2,5,40.0,3,1,0,1,1,7,1,0,0,0,0,0,4,DF,Match Report
1202,Yoane Wissa,0.3,5,14,1,1,2023-09-16,27-013,cd COD,Brentford,@,Newcastle Utd,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.1,0.3,-0.3,-0.3,0.0,0.06,5,0.00,0.00,1,20.0,13.7,0,5,0.00,0.00,1,20.0,13.7,0,14,24,58.3,1,2,0,0,2,177,60,10,12,83.3,4,10,40.0,0,0,,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0,1,0,0,0,5,FW,Match Report
1203,Bernd Leno,0.0,0,19,0,0,2023-09-16,31-196,de GER,Fulham,,Luton Town,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,24,79.2,0,0,0,0,0,492,375,4,4,100.0,11,11,100.0,4,9,44.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
1204,Tahith Chong,0.1,1,8,1,0,2023-09-16,23-286,nl NED,Luton Town,@,Fulham,eng Premier League,L 0-1,Y,73,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.05,1,0.00,0.00,1,100.0,15.2,0,1,0.00,0.00,1,100.0,15.2,0,8,12,66.7,0,0,0,0,1,142,53,1,2,50.0,6,7,85.7,0,2,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2,"MF,FW",Match Report
1205,Pedro Porro,0.0,1,56,2,0,2023-09-16,24-003,es ESP,Tottenham,,Sheffield Utd,eng Premier League,W 2-1,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,0.3,0.3,0.0,0.0,-0.2,0.04,1,0.00,,0,0.0,21.6,0,1,0.00,,0,0.0,21.6,0,56,66,84.8,4,7,5,1,13,889,339,30,31,96.8,25,29,86.2,1,5,20.0,2,0,1,1,0,2,3,66.7,1,3,0,3,0,2,0,0,0,0,0,0,2,DF,Match Report
1206,Lewis Dunk,0.0,0,86,0,0,2023-09-16,31-299,eng ENG,Brighton,@,Manchester Utd,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,86,94,91.5,0,3,0,0,2,1827,631,27,28,96.4,41,43,95.3,17,22,77.3,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,0,0,0,0,11,DF,Match Report
1207,Jason Steele,0.0,0,50,0,0,2023-09-16,33-029,eng ENG,Brighton,@,Manchester Utd,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,50,55,90.9,0,0,0,0,0,1231,767,11,11,100.0,27,28,96.4,12,16,75.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
1208,Nayef Aguerd,0.3,2,40,0,0,2023-09-16,27-170,ma MAR,West Ham,,Manchester City,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.13,2,0.00,,0,0.0,8.1,0,2,0.00,,0,0.0,8.1,0,40,46,87.0,0,1,0,0,1,895,467,19,20,95.0,12,12,100.0,9,14,64.3,0,0,0,0,0,0,0,,0,4,4,0,3,3,8,0,0,0,0,0,2,DF,Match Report
1209,Tim Ream,0.0,0,140,3,0,2023-09-16,35-346,us USA,Fulham,,Luton Town,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,140,148,94.6,0,18,1,0,13,2815,873,43,44,97.7,86,90,95.6,10,13,76.9,3,2,2,1,0,1,1,100.0,0,0,0,0,0,3,3,0,0,0,0,0,8,DF,Match Report
1210,Frank Onyeka,0.0,0,15,3,0,2023-09-16,25-258,ng NGA,Brentford,@,Newcastle Utd,eng Premier League,L 0-1,N,19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,15,18,83.3,0,1,0,0,0,242,26,7,7,100.0,7,8,87.5,1,3,33.3,3,2,2,1,0,1,2,50.0,1,1,0,1,0,3,0,0,0,0,0,0,2,MF,Match Report
1211,Mario Lemina,0.0,1,23,5,0,2023-09-16,30-015,ga GAB,Wolves,,Liverpool,eng Premier League,L 1-3,Y,77,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,11.6,0,1,0.00,,0,0.0,11.6,0,23,29,79.3,0,1,0,0,3,467,177,7,8,87.5,14,16,87.5,2,4,50.0,5,4,4,1,0,1,3,33.3,2,1,0,1,2,7,1,0,0,0,0,0,9,MF,Match Report
1212,Anthony Gordon,0.0,0,26,2,0,2023-09-16,22-204,eng ENG,Newcastle Utd,,Brentford,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,26,34,76.5,0,0,2,0,3,310,103,13,15,86.7,5,9,55.6,1,2,50.0,2,2,1,0,1,1,2,50.0,1,1,0,1,0,2,1,0,0,1,0,0,4,FW,Match Report
1213,Carlton Morris,0.1,1,11,1,0,2023-09-16,27-274,eng ENG,Luton Town,@,Fulham,eng Premier League,L 0-1,Y,73,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.10,1,0.00,,0,0.0,11.8,0,1,0.00,,0,0.0,11.8,0,11,18,61.1,0,0,0,0,1,169,13,8,12,66.7,2,5,40.0,1,1,100.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,4,"FW,MF",Match Report
1214,Andrew Robertson,0.4,1,83,2,0,2023-09-16,29-189,sct SCO,Liverpool,@,Wolves,eng Premier League,W 3-1,Y,90,1,0,1,1,0,0,0,0.4,0.4,0.2,0.6,0.1,0.6,+0.6,+0.6,-0.2,0.42,1,1.00,1.00,1,100.0,7.4,0,1,1.00,1.00,1,100.0,7.4,0,83,94,88.3,2,9,1,1,10,1314,323,40,41,97.6,38,44,86.4,5,8,62.5,2,2,1,1,0,2,3,66.7,1,0,0,0,2,4,2,0,0,0,0,0,4,DF,Match Report
1215,James Milner,0.0,0,8,0,0,2023-09-16,37-255,eng ENG,Brighton,@,Manchester Utd,eng Premier League,W 3-1,N,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,8,8,100.0,0,0,0,0,0,132,32,4,4,100.0,4,4,100.0,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,"DF,MF",Match Report
1216,Alphonse Areola,0.0,0,20,0,0,2023-09-16,30-201,fr FRA,West Ham,,Manchester City,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,20,21,95.2,0,0,0,0,0,503,285,6,6,100.0,9,9,100.0,5,6,83.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,GK,Match Report
1217,Rúben Dias,0.2,2,67,0,0,2023-09-16,26-125,pt POR,Manchester City,@,West Ham,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.09,2,0.00,0.00,2,100.0,10.2,0,2,0.00,0.00,2,100.0,10.2,0,67,73,91.8,0,5,0,0,4,1117,374,30,31,96.8,32,35,91.4,4,6,66.7,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,3,0,0,0,0,0,3,DF,Match Report
1218,Jeffrey Schlupp,0.0,0,15,3,0,2023-09-16,30-267,gh GHA,Crystal Palace,@,Aston Villa,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,15,23,65.2,1,1,1,0,3,233,86,10,12,83.3,3,4,75.0,2,5,40.0,3,2,1,2,0,2,2,100.0,0,1,0,1,0,3,5,0,0,0,0,0,7,"FW,MF",Match Report
1219,Sergio Reguilón,0.0,0,36,2,1,2023-09-16,26-274,es ESP,Manchester Utd,,Brighton,eng Premier League,L 1-3,Y,84,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,36,46,78.3,2,0,1,0,4,469,130,24,26,92.3,9,13,69.2,1,3,33.3,2,0,0,0,2,2,3,66.7,1,1,0,1,0,2,1,0,1,0,0,0,6,DF,Match Report
1220,James Ward-Prowse,0.6,2,27,0,0,2023-09-16,28-319,eng ENG,West Ham,,Manchester City,eng Premier League,L 1-3,Y,90,1,0,1,1,0,0,0,0.6,0.6,0.1,0.6,0.2,0.6,+0.4,+0.4,-0.1,0.28,2,0.50,0.50,2,100.0,14.7,0,2,0.50,0.50,2,100.0,14.7,0,27,31,87.1,2,0,0,0,1,480,153,14,15,93.3,9,9,100.0,4,6,66.7,0,0,0,0,0,0,0,,0,2,1,1,2,2,3,0,0,0,0,0,2,MF,Match Report
1221,Tom Lockyer,0.2,1,20,2,0,2023-09-16,28-287,wls WAL,Luton Town,@,Fulham,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.21,1,0.00,,0,0.0,7.9,0,1,0.00,,0,0.0,7.9,0,20,30,66.7,0,2,0,0,3,396,202,8,11,72.7,8,9,88.9,4,10,40.0,2,1,1,1,0,1,1,100.0,0,0,0,0,2,4,3,0,0,0,0,0,8,DF,Match Report
1222,Amari'i Bell,0.2,1,8,3,0,2023-09-16,29-134,jm JAM,Luton Town,@,Fulham,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.25,1,0.00,0.00,1,100.0,3.7,0,1,0.00,0.00,1,100.0,3.7,0,8,14,57.1,0,1,0,0,0,127,49,5,5,100.0,2,6,33.3,1,3,33.3,3,1,3,0,0,1,2,50.0,1,2,0,2,1,4,3,0,0,0,0,0,2,DF,Match Report
