Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
346,Nott'ham Forest,2023-12-23,1.0,181,15,4,39,248,3,1152,17,180,,Bournemouth,eng Premier League,L 2-3,2,3,-1,34,2,0,0,0,1.0,1.0,-0.6,-0.6,0.9,0.6,+1.0,+1.0,+1.1,0.09,11,0.18,0.50,4,36.4,14.5,0,181,293,61.8,9,13,6,3,24,3534,2015,84,117,71.8,62,86,72.1,28,62,45.2,17,9,2,3,3,0,0,3,1,1,1,0,0,0,173,1152,549,14,6,4,16,7,180,23,180,23,173,1152,549,14,6,4,16,7,26,15,15,5,6,16,24,66.7,8,14,5,9,3,29,31,0,248,45,10,1,0,16,17,6,1,4,0,0,14,4,29,0,0,0,0,39,Match Report
347,Manchester Utd,2023-12-23,1.0,569,11,4,40,620,0,2724,20,563,@,West Ham,eng Premier League,L 0-2,0,2,-2,65,0,0,0,0,1.0,1.0,-0.2,-0.2,0.8,0.6,-1.0,-1.0,-0.8,0.09,11,0.00,0.00,3,27.3,18.1,0,569,676,84.2,7,38,10,0,56,9459,2924,261,291,89.7,268,305,87.9,31,55,56.4,20,16,1,0,3,0,0,0,0,0,0,0,0,0,458,2724,1364,22,18,5,15,8,563,56,563,56,458,2724,1364,22,18,5,15,8,20,11,8,10,2,11,20,55.0,9,10,3,7,3,23,22,1,620,55,14,1,2,19,28,4,1,2,0,1,11,4,16,1,0,0,0,40,Match Report
348,Arsenal,2023-12-23,0.7,360,14,2,61,420,2,1553,23,358,@,Liverpool,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0.7,0.7,-0.2,-0.2,0.6,0.5,+0.3,+0.3,+0.4,0.06,13,0.08,0.50,2,15.4,17.2,0,360,466,77.3,9,34,6,1,44,5872,2256,188,214,87.9,123,151,81.5,35,74,47.3,23,17,2,2,1,1,0,2,0,1,0,0,1,0,313,1553,722,17,13,8,21,20,358,44,358,44,313,1553,722,17,13,8,21,20,20,14,12,7,1,6,12,50.0,6,12,4,8,11,31,22,0,420,45,14,1,1,16,17,5,5,0,0,1,13,2,18,1,0,0,0,61,Match Report
349,Fulham,2023-12-23,1.3,633,7,4,58,694,0,2401,34,628,,Burnley,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,1.3,1.3,+1.0,+1.0,1.1,0.8,-1.3,-1.3,-1.1,0.07,19,0.00,0.00,5,26.3,16.3,1,633,760,83.3,14,40,10,4,52,10669,3221,296,322,91.9,274,303,90.4,47,86,54.7,34,24,3,3,3,1,0,0,0,0,0,0,0,0,516,2401,1236,21,13,5,12,11,628,51,628,51,516,2401,1236,21,13,5,12,11,10,7,7,3,0,6,10,60.0,4,14,2,12,13,23,12,0,694,64,19,2,4,25,28,8,3,2,0,2,18,4,18,2,0,0,0,58,Match Report
350,Luton Town,2023-12-23,1.4,240,7,5,55,291,1,1532,24,235,,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,1.4,1.4,0.0,0.0,1.3,0.7,-0.4,-0.4,-0.3,0.09,16,0.06,0.20,5,31.3,19.4,0,240,334,71.9,13,26,4,2,25,4476,1659,106,127,83.5,89,109,81.7,33,72,45.8,24,18,1,3,2,0,0,1,0,0,0,1,0,0,248,1532,749,16,13,8,19,16,235,24,235,24,248,1532,749,16,13,8,19,16,13,7,4,7,2,2,10,20.0,8,13,6,7,9,22,31,1,291,43,9,1,5,17,16,6,1,3,0,0,10,5,18,0,0,0,0,55,Match Report
351,Tottenham,2023-12-23,1.5,522,15,3,47,566,3,2181,24,519,,Everton,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,1.5,1.5,-0.3,-0.3,1.3,0.7,+0.5,+0.5,-0.3,0.11,13,0.15,0.33,6,46.2,15.1,0,522,625,83.5,11,26,11,3,35,8902,3238,232,258,89.9,233,263,88.6,43,70,61.4,24,21,0,1,2,0,0,3,2,0,0,1,0,0,430,2181,1176,21,11,6,19,7,519,35,519,35,430,2181,1176,21,11,6,19,7,23,15,13,6,4,16,24,66.7,8,13,4,9,12,35,23,1,566,57,21,0,3,8,20,3,1,1,0,2,12,3,30,2,0,0,0,47,Match Report
352,Newcastle Utd,2023-12-23,1.4,501,14,4,49,564,0,2441,27,500,@,Luton Town,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,1.4,1.4,0.0,0.0,1.3,1.8,-1.4,-1.4,-1.3,0.10,15,0.00,0.00,2,13.3,12.2,0,501,618,81.1,12,32,11,3,45,8249,3061,250,279,89.6,206,240,85.8,34,66,51.5,27,21,2,0,3,1,0,0,0,0,0,0,0,0,469,2441,1176,16,21,4,16,11,500,45,500,45,469,2441,1176,16,21,4,16,11,29,14,19,6,4,13,26,50.0,13,12,2,10,9,38,14,0,564,51,10,2,4,23,19,7,1,3,1,3,9,4,31,3,0,0,0,49,Match Report
353,Bournemouth,2023-12-23,1.6,467,7,5,56,539,6,2422,33,464,@,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,66,3,0,0,0,1.6,1.6,+0.6,+0.6,1.0,1.0,+1.4,+1.4,+1.0,0.09,18,0.17,0.50,6,33.3,15.9,1,467,578,80.8,14,58,16,8,67,9461,3093,147,173,85.0,244,277,88.1,66,93,71.0,33,28,3,0,1,1,0,6,6,0,0,0,0,0,390,2422,1380,27,21,9,16,10,464,67,464,67,390,2422,1380,27,21,9,16,10,15,7,5,5,5,8,19,42.1,11,16,6,10,10,25,26,1,539,39,9,0,7,31,20,6,5,0,0,0,10,5,20,0,0,0,0,56,Match Report
354,Burnley,2023-12-23,0.4,292,12,5,48,358,4,1580,14,288,@,Fulham,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,0.4,0.4,-1.0,-1.0,0.4,0.3,+1.6,+1.6,+1.6,0.05,7,0.29,1.00,2,28.6,19.5,0,292,400,73.0,7,20,5,2,23,4887,1875,156,187,83.4,91,114,79.8,30,68,44.1,14,13,1,0,0,0,0,4,4,0,0,0,0,0,287,1580,689,13,9,4,14,4,288,23,288,23,287,1580,689,13,9,4,14,4,21,12,9,12,0,10,23,43.5,13,25,8,17,9,30,30,0,358,39,7,1,1,16,15,6,1,5,0,3,13,5,19,3,0,0,0,48,Match Report
355,Chelsea,2023-12-24,2.0,554,12,5,49,601,2,2555,29,550,@,Wolves,eng Premier League,L 1-2,1,2,-1,68,1,0,0,0,2.0,2.0,+0.8,+0.8,1.1,1.7,-1.0,-1.0,-0.1,0.13,16,0.06,0.25,4,25.0,17.4,1,554,644,86.0,10,35,15,1,60,9567,3146,255,281,90.7,246,276,89.1,44,70,62.9,29,22,1,1,1,1,3,2,2,0,0,0,0,0,446,2555,1221,27,16,8,22,11,550,59,550,59,446,2555,1221,27,16,8,22,11,17,12,10,3,4,5,12,41.7,7,9,4,5,4,21,16,3,601,43,13,1,2,21,17,6,0,1,0,0,1,5,20,0,0,0,0,49,Match Report
356,Wolves,2023-12-24,1.3,200,15,4,44,263,3,1112,19,199,,Chelsea,eng Premier League,W 2-1,2,1,+1,32,2,0,0,0,1.3,1.3,-0.8,-0.8,0.7,0.5,+0.7,+0.7,+0.3,0.09,14,0.14,0.33,6,42.9,16.7,1,200,309,64.7,8,9,6,1,25,3368,1282,109,137,79.6,66,94,70.2,20,61,32.8,19,11,4,0,1,1,2,3,2,1,0,0,0,0,186,1112,661,13,12,2,7,12,199,25,199,25,186,1112,661,13,12,2,7,12,22,15,14,7,1,11,20,55.0,9,9,8,1,12,34,19,2,263,43,8,0,2,19,16,10,4,3,3,3,5,4,12,3,0,0,0,44,Match Report
357,Aston Villa,2023-12-26,1.7,404,8,5,45,455,4,2428,20,393,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,54,2,0,0,0,1.7,1.7,+0.5,+0.5,1.6,1.3,+0.3,+0.3,-0.6,0.17,10,0.20,0.67,3,30.0,14.6,1,404,509,79.4,8,22,9,1,36,7143,2522,183,214,85.5,186,219,84.9,32,56,57.1,20,15,3,1,0,1,0,4,1,2,0,0,1,0,396,2428,1355,29,17,10,19,10,393,35,393,35,396,2428,1355,29,17,10,19,10,14,8,10,2,2,9,13,69.2,4,13,3,10,7,21,16,0,455,54,18,1,4,21,22,6,5,0,0,0,11,5,16,0,0,0,0,45,Match Report
358,Luton Town,2023-12-26,0.6,290,9,4,40,341,2,1723,21,287,@,Sheffield Utd,eng Premier League,W 3-2,3,2,+1,49,1,0,0,0,0.6,0.6,-1.8,-1.8,0.5,0.5,+0.4,+0.4,+0.5,0.05,12,0.08,0.25,4,33.3,17.9,1,290,393,73.8,9,15,6,1,22,5055,1932,145,166,87.3,110,142,77.5,29,63,46.0,21,12,1,4,3,1,0,2,1,0,1,0,0,0,292,1723,846,17,15,7,10,7,287,21,287,21,292,1723,846,17,15,7,10,7,15,9,10,4,1,6,11,54.5,5,13,8,5,17,32,37,0,341,52,13,1,2,20,23,4,3,1,0,0,10,4,15,0,0,0,0,40,Match Report
359,Fulham,2023-12-26,0.3,490,12,5,52,548,0,2130,15,488,@,Bournemouth,eng Premier League,L 0-3,0,3,-3,57,0,0,0,0,0.3,0.3,-1.5,-0.7,0.2,0.6,-0.3,-0.3,-0.2,0.03,8,0.00,0.00,3,37.5,21.6,1,490,598,81.9,5,36,14,3,58,8410,2973,239,264,90.5,192,221,86.9,48,88,54.5,15,10,1,2,1,1,0,0,0,0,0,0,0,0,408,2130,1002,15,13,3,17,6,488,57,488,57,408,2130,1002,15,13,3,17,6,16,12,5,8,3,7,20,35.0,13,13,7,6,8,24,24,0,548,50,12,0,4,24,24,5,2,0,0,0,10,5,12,0,0,1,0,52,Match Report
360,Burnley,2023-12-26,0.8,205,13,4,51,282,0,1503,15,203,,Liverpool,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,0.8,0.8,-1.0,-1.0,0.7,0.6,-0.8,-0.8,-0.7,0.09,9,0.00,,0,0.0,16.7,0,205,327,62.7,7,15,4,1,22,3605,1352,102,136,75.0,63,86,73.3,27,75,36.0,15,9,2,3,1,0,0,0,0,0,0,0,0,0,227,1503,740,17,20,2,12,7,203,21,203,21,227,1503,740,17,20,2,12,7,25,13,10,14,1,10,23,43.5,13,10,3,7,10,35,20,1,282,44,14,0,0,15,15,4,0,4,0,1,11,4,11,1,0,0,0,51,Match Report
361,Manchester Utd,2023-12-26,1.1,330,16,5,59,392,5,1669,24,327,,Aston Villa,eng Premier League,W 3-2,3,2,+1,46,3,0,0,0,1.1,1.1,-0.5,-0.5,0.8,1.0,+1.9,+1.9,+0.2,0.09,13,0.23,0.43,7,53.8,18.0,1,330,437,75.5,9,26,5,2,24,5351,1918,166,185,89.7,117,143,81.8,29,64,45.3,24,20,1,1,0,1,1,5,4,0,0,0,0,1,320,1669,819,18,12,6,9,5,327,24,327,24,320,1669,819,18,12,6,9,5,21,16,8,6,7,11,22,50.0,11,13,5,8,20,41,27,0,392,36,9,10,0,16,18,3,1,2,0,9,12,5,5,9,0,0,0,59,Match Report
362,Liverpool,2023-12-26,1.8,583,11,4,63,656,4,2369,32,579,@,Burnley,eng Premier League,W 2-0,2,0,+2,68,2,0,0,0,1.8,1.8,+1.0,+1.0,1.2,1.4,+0.2,+0.2,+0.8,0.10,19,0.11,0.20,10,52.6,17.4,0,583,705,82.7,15,42,18,2,54,10197,3334,260,296,87.8,260,291,89.3,53,84,63.1,32,25,2,2,3,0,0,4,3,0,1,0,0,0,483,2369,1118,20,14,7,18,15,579,54,579,54,483,2369,1118,20,14,7,18,15,14,11,8,5,1,7,21,33.3,14,12,1,11,6,20,10,1,656,45,8,0,5,15,20,4,3,1,0,4,7,4,20,4,0,0,0,63,Match Report
363,Nott'ham Forest,2023-12-26,3.5,282,11,5,38,314,6,1585,24,282,@,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,38,3,0,0,0,3.5,3.5,+1.0,+1.8,3.1,0.9,-0.5,-0.5,-0.1,0.23,15,0.20,0.50,6,40.0,15.8,0,282,361,78.1,11,19,5,2,23,5228,2327,123,140,87.9,108,128,84.4,43,72,59.7,24,18,1,4,0,0,1,6,4,0,2,0,0,0,259,1585,885,23,11,6,14,5,282,23,282,23,259,1585,885,23,11,6,14,5,21,11,9,11,1,9,22,40.9,13,15,7,8,11,32,47,0,314,46,10,1,2,9,18,2,1,0,0,1,9,5,11,1,0,1,0,38,Match Report
364,Sheffield Utd,2023-12-26,2.4,284,14,5,38,353,2,1454,31,282,,Luton Town,eng Premier League,L 2-3,2,3,-1,51,2,0,0,0,2.4,2.4,+1.8,+1.8,1.6,1.1,-0.4,-0.4,-0.6,0.14,21,0.10,0.50,4,19.0,16.3,1,284,407,69.8,12,25,5,1,23,5246,2261,131,158,82.9,108,139,77.7,37,89,41.6,31,21,2,2,5,1,0,2,1,0,0,1,0,0,291,1454,766,13,8,6,11,9,282,23,282,23,291,1454,766,13,8,6,11,9,20,14,12,5,3,13,24,54.2,11,13,5,8,13,33,21,2,353,53,12,2,0,26,23,9,5,4,0,1,8,5,16,1,0,0,2,38,Match Report
365,Newcastle Utd,2023-12-26,2.4,477,9,4,43,523,2,2715,36,472,,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,62,0,1,1,0,2.4,1.6,-1.0,-1.8,1.1,1.2,-1.4,-1.6,-1.1,0.10,18,0.00,0.00,5,27.8,15.1,1,477,577,82.7,11,38,18,1,66,7981,2888,229,262,87.4,198,219,90.4,36,64,56.3,36,23,1,6,4,2,0,2,1,0,0,0,1,0,475,2715,1446,25,21,7,17,12,472,66,472,66,475,2715,1446,25,21,7,17,12,12,9,1,7,4,7,20,35.0,13,12,2,10,11,23,7,1,523,54,10,0,3,36,20,10,3,4,1,0,12,4,26,0,1,0,0,43,Match Report
366,Bournemouth,2023-12-26,1.8,351,9,3,54,404,6,2366,30,349,,Fulham,eng Premier League,W 3-0,3,0,+3,43,2,1,1,0,1.8,1.0,+1.5,+0.7,0.8,0.7,+1.2,+1.0,+1.2,0.07,15,0.13,0.67,3,20.0,18.5,0,351,448,78.3,10,22,9,1,34,6058,2309,155,182,85.2,160,181,88.4,30,64,46.9,30,23,0,5,1,1,0,6,4,0,1,0,1,0,379,2366,1216,24,18,5,17,9,349,34,349,34,379,2366,1216,24,18,5,17,9,13,9,3,7,3,7,21,33.3,14,11,4,7,10,23,26,0,404,41,9,2,4,13,20,6,4,1,0,3,5,3,13,3,1,0,0,54,Match Report
367,Chelsea,2023-12-27,2.6,595,16,5,42,623,4,1962,18,594,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,63,1,1,1,0,2.6,1.8,+1.5,+0.7,1.8,1.4,-0.6,-0.8,-0.8,0.22,8,0.13,0.50,2,25.0,15.3,0,595,677,87.9,8,36,7,0,28,9120,3163,328,343,95.6,215,232,92.7,34,63,54.0,18,15,1,0,0,2,0,4,3,0,0,0,1,0,460,1962,997,13,12,5,19,14,594,28,594,28,460,1962,997,13,12,5,19,14,21,16,9,11,1,10,22,45.5,12,16,5,11,6,27,24,1,623,51,21,3,4,8,18,4,3,0,0,3,14,5,21,3,1,0,0,42,Match Report
368,Brentford,2023-12-27,2.2,519,9,4,62,610,2,2128,25,513,,Wolves,eng Premier League,L 1-4,1,4,-3,60,1,0,0,0,2.2,2.2,-0.2,-0.2,2.1,3.0,-1.2,-1.2,-1.1,0.16,14,0.07,0.25,4,28.6,13.8,0,519,664,78.2,11,52,16,5,67,8803,3154,237,275,86.2,230,270,85.2,36,75,48.0,25,19,3,0,2,1,0,2,2,0,0,0,0,0,440,2128,1222,26,14,6,20,10,513,67,513,67,440,2128,1222,26,14,6,20,10,14,9,7,7,0,9,26,34.6,17,9,4,5,6,20,12,2,610,53,17,5,4,30,18,8,2,2,0,1,14,4,20,1,0,0,0,62,Match Report
369,Wolves,2023-12-27,2.4,319,12,4,65,401,7,1389,19,315,@,Brentford,eng Premier League,W 4-1,4,1,+3,40,4,0,0,0,2.4,2.4,+0.2,+0.2,1.4,0.8,+1.6,+1.6,+1.6,0.22,11,0.36,0.80,5,45.5,17.8,0,319,436,73.2,9,29,8,1,26,5452,1919,153,177,86.4,127,154,82.5,29,81,35.8,19,13,0,3,2,0,1,7,3,0,2,1,0,1,240,1389,785,17,8,7,11,5,315,26,315,26,240,1389,785,17,8,7,11,5,25,12,16,8,1,15,26,57.7,11,16,4,12,9,34,41,0,401,32,6,2,0,8,12,2,0,1,1,3,6,4,28,3,0,0,0,65,Match Report
370,Crystal Palace,2023-12-27,1.1,307,15,2,47,349,1,1523,23,300,@,Chelsea,eng Premier League,L 1-2,1,2,-1,37,1,0,0,0,1.1,1.1,-1.5,-0.7,0.9,0.6,-0.1,-0.1,+0.1,0.09,13,0.08,0.20,5,38.5,19.6,2,307,393,78.1,10,22,6,2,28,5531,2105,138,157,87.9,121,145,83.4,39,59,66.1,23,13,1,4,2,2,1,1,1,0,0,0,0,0,244,1523,755,11,18,9,15,11,300,24,300,24,244,1523,755,11,18,9,15,11,25,15,11,8,6,11,18,61.1,7,18,3,15,8,33,12,0,349,38,13,2,6,15,15,3,1,0,1,6,13,2,7,6,0,1,0,47,Match Report
371,Manchester City,2023-12-27,2.4,733,7,2,51,776,3,2900,38,724,@,Everton,eng Premier League,W 3-1,3,1,+2,72,2,1,1,0,2.4,1.8,+1.4,+0.8,1.0,1.1,+0.6,+0.2,0.0,0.09,22,0.09,0.25,8,36.4,19.5,1,733,821,89.3,15,34,7,3,47,12040,3373,378,407,92.9,279,302,92.4,59,80,73.8,38,25,2,4,4,2,1,3,2,0,0,1,0,0,473,2900,1801,33,19,8,21,10,724,46,724,46,473,2900,1801,33,19,8,21,10,12,7,6,6,0,8,14,57.1,6,4,0,4,4,16,18,1,776,44,11,0,5,18,18,8,4,0,0,1,12,2,37,1,0,0,0,51,Match Report
372,Everton,2023-12-27,1.0,228,5,3,59,289,1,1095,11,228,,Manchester City,eng Premier League,L 1-3,1,3,-2,28,1,0,0,0,1.0,1.0,-1.4,-0.8,0.9,0.5,0.0,0.0,+0.1,0.14,7,0.14,0.50,2,28.6,12.5,0,228,322,70.8,5,17,7,3,12,4403,1992,107,127,84.3,74,98,75.5,40,74,54.1,11,9,1,0,1,0,0,1,1,0,0,0,0,0,253,1095,454,12,10,4,14,4,228,12,228,12,253,1095,454,12,10,4,14,4,15,5,8,6,1,5,20,25.0,15,15,5,10,9,24,22,0,289,32,5,1,3,15,13,4,4,0,0,1,5,3,21,1,0,1,0,59,Match Report
373,West Ham,2023-12-28,1.4,196,11,1,43,247,4,1155,8,194,@,Arsenal,eng Premier League,W 2-0,2,0,+2,27,2,0,1,1,1.4,0.6,-1.3,-2.1,0.5,0.6,+0.6,+1.4,+1.5,0.13,5,0.40,1.00,2,40.0,17.4,0,196,292,67.1,2,7,1,0,10,3513,1582,101,113,89.4,69,93,74.2,23,69,33.3,8,4,2,1,0,1,0,4,3,1,0,0,0,0,161,1155,547,6,5,2,12,11,194,9,194,9,161,1155,547,6,5,2,12,11,24,11,21,2,1,14,19,73.7,5,20,10,10,8,32,43,0,247,44,7,3,1,8,17,3,1,2,0,1,10,1,58,1,1,0,0,43,Match Report
374,Brighton,2023-12-28,3.2,396,12,5,60,441,7,1593,25,392,,Tottenham,eng Premier League,W 4-2,4,2,+2,45,2,2,2,0,3.2,1.9,+0.9,-0.4,1.1,0.9,+0.8,+0.1,+0.9,0.16,13,0.15,0.29,7,53.8,15.2,0,396,486,81.5,8,23,7,0,28,6402,2545,222,242,91.7,133,158,84.2,31,61,50.8,25,11,6,1,4,3,0,7,2,1,1,1,2,0,343,1593,727,12,8,3,14,8,392,28,392,28,343,1593,727,12,8,3,14,8,16,12,8,4,4,6,19,31.6,13,16,8,8,13,29,31,1,441,43,9,2,2,11,13,7,2,4,0,2,6,5,24,2,2,0,0,60,Match Report
375,Arsenal,2023-12-28,2.7,703,7,3,50,756,0,3946,58,698,,West Ham,eng Premier League,L 0-2,0,2,-2,73,0,0,0,0,2.7,2.7,+1.3,+2.1,1.9,3.5,-2.7,-2.7,-1.9,0.10,30,0.00,0.00,8,26.7,16.8,0,703,796,88.3,23,65,31,5,118,9768,3201,430,463,92.9,240,258,93.0,16,32,50.0,58,51,2,0,5,0,0,0,0,0,0,0,0,0,692,3946,2170,51,28,14,20,10,698,118,698,118,692,3946,2170,51,28,14,20,10,20,7,5,11,4,9,14,64.3,5,11,2,9,6,26,10,0,756,40,9,2,0,30,12,10,8,0,0,0,15,3,22,0,0,1,0,50,Match Report
376,Tottenham,2023-12-28,2.3,491,8,3,65,536,2,2178,35,485,@,Brighton,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,2.3,2.3,-0.9,+0.4,2.0,2.0,-0.3,-0.3,0.0,0.12,19,0.11,0.67,3,15.8,15.2,1,491,597,82.2,16,45,26,5,69,7913,3016,238,260,91.5,197,232,84.9,33,59,55.9,35,27,1,3,2,1,1,2,2,0,0,0,0,0,414,2178,1090,25,14,12,14,10,485,68,485,68,414,2178,1090,25,14,12,14,10,16,8,8,7,1,8,14,57.1,6,8,2,6,11,27,12,1,536,56,18,1,3,26,22,6,4,0,0,5,9,3,24,5,0,2,0,65,Match Report
377,Nott'ham Forest,2023-12-30,0.7,321,17,5,51,393,4,1406,13,318,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,0.7,0.7,-0.1,-0.1,0.7,0.4,+1.3,+1.3,+1.3,0.09,8,0.25,1.00,2,25.0,18.3,0,321,428,75.0,6,27,4,0,27,5791,2073,147,170,86.5,131,166,78.9,35,70,50.0,13,10,1,0,2,0,0,4,4,0,0,0,0,0,276,1406,807,14,10,5,15,5,318,27,318,27,276,1406,807,14,10,5,15,5,26,17,19,6,1,10,21,47.6,11,14,2,12,5,31,29,1,393,34,13,1,5,17,9,4,1,2,0,1,7,5,8,1,0,0,0,51,Match Report
378,Manchester City,2023-12-30,2.2,959,4,3,38,999,4,3100,31,952,,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,80,2,0,0,0,2.2,2.2,+1.9,+1.9,1.9,1.9,-0.2,-0.2,+0.1,0.12,18,0.11,0.50,4,22.2,17.4,0,959,1028,93.3,14,96,12,2,63,15137,3558,515,537,95.9,362,381,95.0,61,75,81.3,31,28,1,2,0,0,0,4,3,0,1,0,0,0,730,3100,1703,29,25,11,7,9,952,63,952,63,730,3100,1703,29,25,11,7,9,7,4,1,4,2,2,6,33.3,4,9,2,7,2,9,11,0,999,28,7,4,9,14,8,12,2,1,0,1,6,3,28,1,0,0,0,38,Match Report
379,Brentford,2023-12-30,1.4,441,13,5,54,514,2,2054,18,439,@,Crystal Palace,eng Premier League,L 1-3,1,3,-2,54,1,0,0,0,1.4,1.4,+0.4,+0.4,1.3,1.0,-0.4,-0.4,-0.3,0.15,9,0.11,0.25,4,44.4,16.0,0,441,565,78.1,7,38,9,4,48,7574,2888,221,251,88.0,177,216,81.9,41,88,46.6,18,16,1,1,0,0,0,2,2,0,0,0,0,0,367,2054,978,16,10,4,16,7,439,47,439,47,367,2054,978,16,10,4,16,7,20,13,13,4,3,7,20,35.0,13,8,3,5,9,29,19,0,514,50,14,4,6,24,20,4,1,3,0,1,7,5,20,1,0,0,0,54,Match Report
380,Burnley,2023-12-30,1.2,188,7,4,32,227,4,847,16,186,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,36,2,0,0,0,1.2,1.2,-2.1,-1.3,1.0,0.5,+0.8,+0.8,+1.0,0.13,9,0.22,0.40,5,55.6,15.4,0,188,275,68.4,6,16,2,0,14,3818,1747,86,99,86.9,72,90,80.0,28,66,42.4,16,12,3,0,1,0,0,4,2,2,0,0,0,0,170,847,398,9,4,7,8,5,186,14,186,14,170,847,398,9,4,7,8,5,14,7,8,4,2,7,13,53.8,6,14,4,10,5,19,17,0,227,42,8,3,2,10,15,2,0,2,0,6,11,4,35,6,0,1,0,32,Match Report
381,Everton,2023-12-30,0.4,386,15,4,61,455,0,1559,16,381,@,Wolves,eng Premier League,L 0-3,0,3,-3,47,0,0,0,0,0.4,0.4,-1.5,-1.5,0.3,0.4,-0.4,-0.4,-0.3,0.05,10,0.00,,0,0.0,20.7,0,386,498,77.5,8,30,4,2,44,6316,2399,189,223,84.8,153,187,81.8,33,62,53.2,16,12,1,0,2,1,0,0,0,0,0,0,0,0,254,1559,784,16,10,3,16,12,381,43,381,43,254,1559,784,16,10,3,16,12,23,15,12,8,3,14,25,56.0,11,6,3,3,14,37,27,0,455,42,12,3,0,16,19,2,2,0,0,1,11,4,23,1,0,0,0,61,Match Report
382,Aston Villa,2023-12-30,3.2,413,5,3,31,454,6,2364,36,398,,Burnley,eng Premier League,W 3-2,3,2,+1,64,2,1,1,0,3.2,2.4,+2.1,+1.3,2.1,1.8,-0.2,-0.4,-0.1,0.14,18,0.11,0.33,6,33.3,16.9,1,413,499,82.8,14,25,9,1,47,7490,2051,146,165,88.5,227,246,92.3,31,61,50.8,36,29,1,0,2,3,1,6,4,0,0,0,1,1,349,2364,1367,32,15,9,8,7,398,47,398,47,349,2364,1367,32,15,9,8,7,10,5,4,5,1,5,9,55.6,4,11,1,10,4,14,13,0,454,44,18,3,1,17,12,6,5,0,0,1,14,3,13,1,1,0,0,31,Match Report
383,Crystal Palace,2023-12-30,1.0,386,9,3,58,446,6,1800,26,383,,Brentford,eng Premier League,W 3-1,3,1,+2,46,3,0,0,0,1.0,1.0,-0.4,-0.4,1.0,1.0,+2.0,+2.0,+2.0,0.08,13,0.23,0.50,6,46.2,16.2,0,386,491,78.6,13,47,17,4,48,7334,3040,168,192,87.5,152,180,84.4,58,98,59.2,26,18,2,2,1,1,2,6,6,0,0,0,0,0,390,1800,710,14,20,3,32,13,383,47,383,47,390,1800,710,14,20,3,32,13,17,9,5,6,6,10,16,62.5,6,10,1,9,9,26,27,0,446,44,11,0,3,24,20,7,7,0,0,1,7,3,4,1,0,0,0,58,Match Report
384,Luton Town,2023-12-30,2.3,378,13,4,51,411,3,1859,26,371,,Chelsea,eng Premier League,L 2-3,2,3,-1,52,2,0,0,0,2.3,2.3,+0.8,+0.8,1.8,2.0,-0.3,-0.3,-0.8,0.17,15,0.13,0.33,6,40.0,11.6,1,378,478,79.1,11,31,11,6,44,6676,2470,174,192,90.6,156,176,88.6,35,74,47.3,26,16,2,2,3,3,0,3,0,1,0,2,0,0,254,1859,1103,27,15,8,19,13,371,44,371,44,254,1859,1103,27,15,8,19,13,21,13,8,7,6,13,27,48.1,14,9,2,7,10,31,5,1,411,62,21,0,5,36,26,7,4,3,0,5,13,4,30,5,0,0,0,51,Match Report
