Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
2675,Son Heung-min,0.3,4,30,0,0,2022-10-15,30-099,kr KOR,Tottenham,,Everton,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,0.1,0.5,-0.3,-0.3,-0.1,0.08,4,0.00,0.00,1,25.0,20.6,1,4,0.00,0.00,1,25.0,20.6,1,30,38,78.9,2,0,1,1,0,393,120,16,18,88.9,10,13,76.9,0,2,0.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,2,"MF,FW",Match Report
2676,Remo Freuler,0.0,0,32,2,0,2022-10-15,30-183,ch SUI,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,Y,83,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,32,38,84.2,1,1,0,0,2,527,106,16,18,88.9,13,13,100.0,2,4,50.0,2,0,0,2,0,0,0,,0,1,0,1,3,5,1,0,0,0,0,0,0,MF,Match Report
2677,Boubacar Traoré,0.0,0,4,0,0,2022-10-15,21-056,ml MLI,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,N,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,6,66.7,0,0,0,0,0,43,13,2,2,100.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4,MF,Match Report
2678,Adama Traoré,0.3,3,22,0,0,2022-10-15,26-263,es ESP,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,84,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.2,0.4,-0.3,-0.3,-0.1,0.09,3,0.00,,0,0.0,15.0,0,3,0.00,,0,0.0,15.0,0,22,29,75.9,2,2,3,3,3,366,109,8,11,72.7,9,10,90.0,3,5,60.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,0,0,0,0,3,"FW,MF",Match Report
2679,Rayan Aït-Nouri,0.1,2,23,2,0,2022-10-15,21-131,dz ALG,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,89,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.05,2,0.00,,0,0.0,13.7,0,2,0.00,,0,0.0,13.7,0,23,29,79.3,0,1,1,0,1,291,94,17,18,94.4,6,9,66.7,0,1,0.0,2,1,1,1,0,0,0,,0,1,0,1,1,3,0,0,0,0,0,0,5,DF,Match Report
2680,Jefferson Lerma,0.4,3,24,1,0,2022-10-15,27-355,co COL,Bournemouth,@,Fulham,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,+0.6,+0.6,0.0,0.12,3,0.33,0.50,2,66.7,11.1,0,3,0.33,0.50,2,66.7,11.1,0,24,27,88.9,0,2,0,0,5,334,141,15,17,88.2,9,9,100.0,0,1,0.0,1,1,0,0,1,1,1,100.0,0,2,1,1,2,3,4,0,0,0,1,0,6,MF,Match Report
2681,Djed Spence,0.0,0,0,0,0,2022-10-15,22-067,eng ENG,Tottenham,,Everton,eng Premier League,W 2-0,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,DF",Match Report
2682,Wout Faes,0.0,0,79,3,0,2022-10-15,24-195,be BEL,Leicester City,,Crystal Palace,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,79,86,91.9,0,3,0,0,6,1328,525,32,34,94.1,41,43,95.3,4,7,57.1,3,1,1,2,0,1,1,100.0,0,1,1,0,3,6,0,0,0,0,0,0,9,DF,Match Report
2683,Harry Toffolo,0.0,0,18,1,0,2022-10-15,27-057,eng ENG,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,Y,88,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,18,31,58.1,0,2,0,0,3,279,167,9,11,81.8,9,15,60.0,0,4,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,0,0,1,0,4,DF,Match Report
2684,Diego Costa,0.1,1,6,0,2,2022-10-15,34-008,es ESP,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,81,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,,0,0.0,5.5,0,1,0.00,,0,0.0,5.5,0,6,7,85.7,0,0,0,0,0,70,6,4,4,100.0,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,2,0,0,0,1,FW,Match Report
2685,Cristian Romero,0.0,1,68,2,0,2022-10-15,24-171,ar ARG,Tottenham,,Everton,eng Premier League,W 2-0,Y,86,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.0,-0.1,0.03,1,0.00,,0,0.0,25.5,0,1,0.00,,0,0.0,25.5,0,68,77,88.3,1,8,4,0,9,1300,462,21,24,87.5,42,43,97.7,4,7,57.1,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,2,0,0,0,0,0,6,DF,Match Report
2686,Orel Mangala,0.1,2,9,0,0,2022-10-15,24-211,be BEL,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,N,21,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.04,2,0.00,,0,0.0,26.0,0,2,0.00,,0,0.0,26.0,0,9,11,81.8,0,0,0,0,0,89,25,7,7,100.0,1,2,50.0,0,1,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,MF,Match Report
2687,Issa Diop,0.2,1,96,1,0,2022-10-15,25-279,fr FRA,Fulham,,Bournemouth,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.2,0.2,0.0,0.2,0.1,0.2,+0.8,+0.8,0.0,0.25,1,1.00,1.00,1,100.0,5.9,0,1,1.00,1.00,1,100.0,5.9,0,96,102,94.1,0,11,1,0,13,1859,591,29,30,96.7,59,61,96.7,8,10,80.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,6,DF,Match Report
2688,João Palhinha,0.1,2,44,3,0,2022-10-15,27-098,pt POR,Fulham,,Bournemouth,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.04,2,0.00,0.00,1,50.0,26.3,0,2,0.00,0.00,1,50.0,26.3,0,44,51,86.3,0,10,0,0,3,759,115,19,22,86.4,21,25,84.0,4,4,100.0,3,2,1,0,2,0,1,0.0,1,1,0,1,1,4,0,0,0,0,0,0,9,MF,Match Report
2689,Tom Cairney,0.1,1,45,0,0,2022-10-15,31-268,sct SCO,Fulham,,Bournemouth,eng Premier League,D 2-2,N,45,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.1,-0.1,-0.1,-0.1,0.05,1,0.00,,0,0.0,28.9,0,1,0.00,,0,0.0,28.9,0,45,55,81.8,1,5,3,1,6,799,234,23,25,92.0,15,20,75.0,6,8,75.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,4,MF,Match Report
2690,Neto,0.0,0,13,0,0,2022-10-15,33-088,br BRA,Bournemouth,@,Fulham,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,13,26,50.0,0,0,0,0,0,554,490,0,0,,6,6,100.0,7,20,35.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
2691,Vicente Guaita,0.0,0,35,0,0,2022-10-15,35-278,es ESP,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,35,43,81.4,0,0,0,0,0,853,521,4,4,100.0,24,25,96.0,6,12,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
2692,Eric Dier,0.1,1,84,0,0,2022-10-15,28-273,eng ENG,Tottenham,,Everton,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.10,1,0.00,,0,0.0,6.2,0,1,0.00,,0,0.0,6.2,0,84,91,92.3,0,2,0,0,2,1619,636,26,29,89.7,43,44,97.7,10,13,76.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,DF,Match Report
2693,Eberechi Eze,0.1,2,34,1,0,2022-10-15,24-108,eng ENG,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.03,2,0.00,,0,0.0,24.5,0,2,0.00,,0,0.0,24.5,0,34,45,75.6,2,6,0,0,7,516,154,15,15,100.0,17,24,70.8,1,5,20.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,0,0,0,0,6,"MF,FW",Match Report
2694,Boubakary Soumaré,0.0,1,36,4,0,2022-10-15,23-230,fr FRA,Leicester City,,Crystal Palace,eng Premier League,D 0-0,Y,64,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,0.03,1,0.00,,0,0.0,28.0,0,1,0.00,,0,0.0,28.0,0,36,40,90.0,1,2,0,0,5,540,129,17,17,100.0,17,19,89.5,1,1,100.0,4,3,2,2,0,1,3,33.3,2,1,1,0,1,5,2,0,0,0,0,0,4,MF,Match Report
2695,Sam Surridge,0.0,0,0,0,0,2022-10-15,24-079,eng ENG,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,N,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
2696,Wilfried Zaha,0.1,2,26,0,0,2022-10-15,29-339,ci CIV,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,76,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.1,0.2,-0.1,-0.1,0.0,0.06,2,0.00,,0,0.0,20.7,0,2,0.00,,0,0.0,20.7,0,26,31,83.9,1,0,2,0,3,364,61,15,15,100.0,9,9,100.0,1,2,50.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,0,0,0,0,5,"FW,MF",Match Report
2697,Salomón Rondón,0.0,0,1,0,0,2022-10-15,33-029,ve VEN,Everton,@,Tottenham,eng Premier League,L 0-2,N,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,1,100.0,0,0,0,0,0,14,0,1,1,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
2698,Joseph Hodge,0.0,0,2,0,0,2022-10-15,20-031,ie IRL,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,3,66.7,0,0,0,0,0,16,4,1,1,100.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,Match Report
2699,Hugo Bueno,0.0,0,0,0,0,2022-10-15,20-027,es ESP,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,DF,Match Report
2700,Ryan Fredericks,0.0,0,16,0,0,2022-10-15,30-005,eng ENG,Bournemouth,@,Fulham,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,16,22,72.7,0,1,0,0,0,227,118,9,9,100.0,4,7,57.1,1,3,33.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,6,0,0,0,0,0,4,DF,Match Report
2701,Ryan Yates,0.2,1,21,4,0,2022-10-15,24-328,eng ENG,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.24,1,0.00,,0,0.0,5.0,0,1,0.00,,0,0.0,5.0,0,21,28,75.0,0,2,0,0,2,315,61,10,13,76.9,11,12,91.7,0,2,0.0,4,0,0,2,2,3,3,100.0,0,1,1,0,1,5,4,0,0,1,0,0,6,MF,Match Report
2702,Michael Olise,0.0,0,3,0,0,2022-10-15,20-307,fr FRA,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,N,26,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,0,0,1,41,11,1,1,100.0,2,3,66.7,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
2703,Harry Wilson,0.1,1,14,1,0,2022-10-15,25-207,wls WAL,Fulham,,Bournemouth,eng Premier League,D 2-2,N,29,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.08,1,0.00,,0,0.0,11.9,0,1,0.00,,0,0.0,11.9,0,14,18,77.8,0,0,0,0,0,203,0,9,9,100.0,5,6,83.3,0,0,,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,0,0,0,0,2,FW,Match Report
2704,Kelechi Iheanacho,0.0,1,5,0,0,2022-10-15,26-012,ng NGA,Leicester City,,Crystal Palace,eng Premier League,D 0-0,N,6,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,0.03,1,0.00,0.00,1,100.0,18.8,0,1,0.00,0.00,1,100.0,18.8,0,5,6,83.3,1,0,0,0,0,43,25,2,2,100.0,1,2,50.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"FW,MF",Match Report
2705,Daniel James,0.2,3,11,1,0,2022-10-15,24-339,wls WAL,Fulham,,Bournemouth,eng Premier League,D 2-2,Y,45,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.08,3,0.00,,0,0.0,15.7,0,3,0.00,,0,0.0,15.7,0,11,16,68.8,0,0,0,0,0,199,4,2,5,40.0,7,8,87.5,1,2,50.0,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,0,0,0,0,2,FW,Match Report
2706,Patson Daka,0.1,1,11,0,2,2022-10-15,24-006,zm ZAM,Leicester City,,Crystal Palace,eng Premier League,D 0-0,Y,64,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.5,0.2,-0.1,-0.1,-0.1,0.10,1,0.00,0.00,1,100.0,19.1,0,1,0.00,0.00,1,100.0,19.1,0,11,18,61.1,1,0,0,0,1,117,21,10,15,66.7,1,1,100.0,0,1,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,2,0,0,0,6,FW,Match Report
2707,Cheick Doucouré,0.0,1,27,1,0,2022-10-15,22-280,ml MLI,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,55,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,0.03,1,0.00,,0,0.0,29.7,0,1,0.00,,0,0.0,29.7,0,27,34,79.4,1,1,1,0,1,424,86,15,15,100.0,11,15,73.3,1,2,50.0,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,0,0,0,0,3,MF,Match Report
2708,Nélson Semedo,0.0,0,3,0,0,2022-10-15,28-333,pt POR,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,N,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,3,100.0,0,0,0,0,0,39,11,2,2,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,DF,Match Report
2709,Marc Guéhi,0.1,1,64,1,0,2022-10-15,22-094,eng ENG,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,,0,0.0,9.9,0,1,0.00,,0,0.0,9.9,0,64,69,92.8,0,3,0,0,5,1343,378,20,20,100.0,33,36,91.7,11,13,84.6,1,0,1,0,0,1,1,100.0,0,3,2,1,3,4,6,0,0,0,0,0,5,DF,Match Report
2710,Max Kilman,0.1,1,50,2,0,2022-10-15,25-145,eng ENG,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,9.3,0,1,0.00,,0,0.0,9.3,0,50,57,87.7,0,2,0,0,4,898,340,18,20,90.0,28,32,87.5,4,5,80.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,6,0,0,0,0,0,6,DF,Match Report
2711,Philip Billing,0.0,0,16,4,0,2022-10-15,26-126,dk DEN,Bournemouth,@,Fulham,eng Premier League,D 2-2,Y,79,0,1,1,0,0,0,0,0.0,0.0,0.3,0.3,0.1,0.3,0.0,0.0,+0.7,,0,,,0,,,0,0,,,0,,,0,16,20,80.0,1,1,0,0,2,241,93,9,13,69.2,5,5,100.0,1,1,100.0,4,2,2,1,1,0,1,0.0,1,2,0,2,0,4,2,0,0,0,0,0,4,"MF,FW",Match Report
2712,Danny Ward,0.0,0,24,0,0,2022-10-15,29-115,wls WAL,Leicester City,,Crystal Palace,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,30,80.0,0,0,0,0,0,428,208,8,8,100.0,15,15,100.0,1,7,14.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
2713,Matt Doherty,0.1,2,59,2,0,2022-10-15,30-272,ie IRL,Tottenham,,Everton,eng Premier League,W 2-0,Y,89,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.04,2,0.00,0.00,1,50.0,16.2,0,2,0.00,0.00,1,50.0,16.2,0,59,67,88.1,0,3,0,0,2,896,212,29,29,100.0,21,23,91.3,4,7,57.1,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0,0,0,0,0,9,"DF,MF",Match Report
2714,Jordan Ayew,0.0,0,31,3,0,2022-10-15,31-034,gh GHA,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,31,39,79.5,0,0,0,0,1,406,35,21,24,87.5,10,13,76.9,0,0,,3,2,2,0,1,3,4,75.0,1,1,0,1,0,3,2,0,0,0,0,0,4,"FW,MF",Match Report
2715,Davinson Sánchez,0.0,0,3,0,0,2022-10-15,26-125,co COL,Tottenham,,Everton,eng Premier League,W 2-0,N,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,3,100.0,0,0,0,0,0,48,4,2,2,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,0,0,1,DF,Match Report
2716,Neco Williams,0.1,1,31,3,0,2022-10-15,21-185,wls WAL,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,16.4,0,1,0.00,,0,0.0,16.4,0,31,41,75.6,1,1,1,0,2,655,326,14,15,93.3,9,14,64.3,8,10,80.0,3,1,2,0,1,2,2,100.0,0,1,0,1,0,3,0,0,0,0,0,0,4,DF,Match Report
2717,Jonny Castro,0.0,0,57,2,0,2022-10-15,28-226,es ESP,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,57,65,87.7,0,11,0,0,8,945,308,27,30,90.0,25,28,89.3,5,5,100.0,2,0,1,1,0,0,0,,0,4,1,3,1,3,0,0,0,0,0,0,4,DF,Match Report
2718,Joachim Andersen,0.0,0,73,0,0,2022-10-15,26-137,dk DEN,Crystal Palace,@,Leicester City,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,73,88,83.0,0,7,0,0,5,1862,676,10,11,90.9,45,49,91.8,17,26,65.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,5,0,0,0,0,0,8,DF,Match Report
2719,Jaidon Anthony,0.0,1,2,0,0,2022-10-15,22-318,eng ENG,Bournemouth,@,Fulham,eng Premier League,D 2-2,N,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,0.00,1,100.0,26.9,0,1,0.00,0.00,1,100.0,26.9,0,2,8,25.0,0,0,0,0,0,23,0,0,2,0.0,1,2,50.0,0,2,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,"MF,FW",Match Report
2720,Taiwo Awoniyi,0.0,0,1,0,0,2022-10-15,25-064,ng NGA,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,N,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,3,33.3,0,0,0,0,0,16,4,0,2,0.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,FW,Match Report
2721,Dean Henderson,0.0,0,20,0,0,2022-10-15,25-217,eng ENG,Nott'ham Forest,@,Wolves,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,20,36,55.6,0,0,0,0,0,554,450,3,3,100.0,9,9,100.0,8,24,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
2722,Matheus Nunes,0.0,0,12,2,0,2022-10-15,24-049,pt POR,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,12,23,52.2,1,3,1,0,3,138,38,8,12,66.7,2,3,66.7,0,2,0.0,2,1,0,1,1,1,2,50.0,1,0,0,0,1,3,0,0,0,0,1,0,1,MF,Match Report
2723,Dominic Solanke,0.3,2,13,1,0,2022-10-15,25-031,eng ENG,Bournemouth,@,Fulham,eng Premier League,D 2-2,Y,88,1,1,2,1,0,0,0,0.3,0.3,0.1,0.5,0.1,0.5,+0.7,+0.7,+0.9,0.17,2,0.50,0.50,2,100.0,10.0,0,2,0.50,0.50,2,100.0,10.0,0,13,18,72.2,1,1,0,0,1,165,15,10,12,83.3,2,3,66.7,1,1,100.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,2,"FW,MF",Match Report
2724,Jordan Zemura,0.0,0,3,0,0,2022-10-15,22-335,zw ZIM,Bournemouth,@,Fulham,eng Premier League,D 2-2,N,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,6,50.0,1,0,0,0,0,18,2,2,3,66.7,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,DF,Match Report
2725,James Maddison,0.4,4,35,6,0,2022-10-15,25-326,eng ENG,Leicester City,,Crystal Palace,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.2,0.6,-0.4,-0.4,-0.2,0.10,4,0.00,0.00,1,25.0,21.0,1,4,0.00,0.00,1,25.0,21.0,1,35,54,64.8,2,5,0,0,4,477,129,19,21,90.5,11,17,64.7,2,11,18.2,6,1,1,4,1,1,1,100.0,0,1,0,1,0,6,0,0,0,0,0,0,2,"MF,FW",Match Report
2726,Toti Gomes,0.0,0,50,1,0,2022-10-15,23-272,pt POR,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,50,56,89.3,1,5,1,0,4,948,340,22,22,100.0,23,27,85.2,5,7,71.4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0,0,0,0,0,5,DF,Match Report
2727,João Moutinho,0.0,0,54,2,0,2022-10-15,36-037,pt POR,Wolves,,Nott'ham Forest,eng Premier League,W 1-0,Y,81,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,54,64,84.4,2,2,0,0,5,953,209,18,20,90.0,31,35,88.6,3,7,42.9,2,1,2,0,0,1,3,33.3,2,2,1,1,1,3,1,0,0,0,0,0,5,MF,Match Report
